Trial,Strategy,PF,WR,Sharpe,Score,Params
211,RSI_ADX_CHOP,0.72,61.63,-0.095,6.228,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.925253787171973, 'adx_max': 22.93487790079036, 'chop_max': 63.060087749317255, 'rsi_os': 27.8692807565516, 'rsi_ob': 78.65846121625418, 'sl_atr': 3.2, 'tp_atr': 1.7, 'max_bars_hold': 57}"
212,RSI_ADX_CHOP,0.92,72.92,41.742,49.794,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.27969737134977, 'adx_max': 22.563605888546753, 'chop_max': 62.48735025159955, 'rsi_os': 26.887913360455954, 'rsi_ob': 79.08511848589134, 'sl_atr': 3.1, 'tp_atr': 1.4, 'max_bars_hold': 55}"
213,RSI_ADX_CHOP,0.62,57.23,874.166,879.749,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.973132983103966, 'adx_max': 22.95151610929571, 'chop_max': 63.28855168448348, 'rsi_os': 28.443715202133173, 'rsi_ob': 79.40364985127493, 'sl_atr': 2.9, 'tp_atr': 1.6, 'max_bars_hold': 58}"
214,RSI_ADX_CHOP,0.74,57.58,1065.877,1071.855,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.863084505029464, 'adx_max': 22.586772859181178, 'chop_max': 63.21442369216899, 'rsi_os': 28.435814719582293, 'rsi_ob': 79.46377472670294, 'sl_atr': 2.9, 'tp_atr': 1.9, 'max_bars_hold': 62}"
215,RSI_ADX_CHOP,0.8,59.73,1065.877,1072.25,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.935959345673504, 'adx_max': 22.694177235031443, 'chop_max': 63.42529197670038, 'rsi_os': 28.333494564524088, 'rsi_ob': 79.48989676851475, 'sl_atr': 2.9, 'tp_atr': 1.9, 'max_bars_hold': 61}"
216,RSI_ADX_CHOP,0.82,57.23,1129.574,1135.757,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.967344358364945, 'adx_max': 22.823756593219727, 'chop_max': 63.90040169341624, 'rsi_os': 28.17387817627476, 'rsi_ob': 79.52447694952856, 'sl_atr': 2.9, 'tp_atr': 2.0, 'max_bars_hold': 62}"
217,RSI_ADX_CHOP,1.08,62.9,-0.271,7.259,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.044017547964799, 'adx_max': 22.625808886933008, 'chop_max': 63.839269982871336, 'rsi_os': 27.677647444010066, 'rsi_ob': 79.62815659038661, 'sl_atr': 2.9, 'tp_atr': 2.0, 'max_bars_hold': 67}"
219,RSI_ADX_CHOP,0.76,58.34,-0.669,5.445,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.41398291146938, 'adx_max': 23.00473728427041, 'chop_max': 64.54427462395611, 'rsi_os': 28.018929861526168, 'rsi_ob': 79.54464239283607, 'sl_atr': 3.0, 'tp_atr': 1.9, 'max_bars_hold': 64}"
220,RSI_ADX_CHOP,1.04,64.88,-0.704,6.904,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.743520330182086, 'adx_max': 22.592792105718928, 'chop_max': 63.66631172944372, 'rsi_os': 27.445811374313013, 'rsi_ob': 79.23087512354142, 'sl_atr': 2.9, 'tp_atr': 1.8, 'max_bars_hold': 61}"
221,RSI_ADX_CHOP,0.72,63.89,874.365,880.914,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.9599638195197, 'adx_max': 22.81756812434485, 'chop_max': 62.84538715459748, 'rsi_os': 28.665364554011795, 'rsi_ob': 79.44048492365829, 'sl_atr': 3.1, 'tp_atr': 1.6, 'max_bars_hold': 59}"
222,RSI_ADX_CHOP,0.71,62.23,938.013,944.366,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.23296861760564, 'adx_max': 22.816841857876106, 'chop_max': 62.907945742008366, 'rsi_os': 28.32836443576962, 'rsi_ob': 79.58342161592165, 'sl_atr': 3.1, 'tp_atr': 1.7, 'max_bars_hold': 59}"
223,RSI_ADX_CHOP,0.74,59.73,751.303,757.496,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.059102312288521, 'adx_max': 23.04257416442587, 'chop_max': 62.76076161582554, 'rsi_os': 28.378013205987706, 'rsi_ob': 79.60171308198409, 'sl_atr': 3.1, 'tp_atr': 1.8, 'max_bars_hold': 59}"
224,RSI_ADX_CHOP,1.0,62.5,1267.462,1274.712,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 16.349600672989187, 'adx_max': 22.289269627214395, 'chop_max': 63.096148617917294, 'rsi_os': 28.72847932164235, 'rsi_ob': 79.08603215560699, 'sl_atr': 3.1, 'tp_atr': 2.1, 'max_bars_hold': 57}"
225,RSI_ADX_CHOP,1.01,62.5,-0.521,6.759,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 16.356917961705783, 'adx_max': 22.678414908625598, 'chop_max': 63.325387047803034, 'rsi_os': 28.113916934753146, 'rsi_ob': 78.72168952831764, 'sl_atr': 3.0, 'tp_atr': 2.1, 'max_bars_hold': 66}"
228,RSI_ADX_CHOP,0.86,61.07,-0.047,6.64,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.927845027876543, 'adx_max': 23.089526773818687, 'chop_max': 62.132897800781286, 'rsi_os': 27.758402542663276, 'rsi_ob': 79.62120903989377, 'sl_atr': 3.1, 'tp_atr': 1.7, 'max_bars_hold': 60}"
229,RSI_ADX_CHOP,0.93,59.31,914.311,921.032,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.462895388321485, 'adx_max': 22.73164851752752, 'chop_max': 62.9044852286365, 'rsi_os': 28.795731130972325, 'rsi_ob': 79.13433362532122, 'sl_atr': 2.8, 'tp_atr': 1.9, 'max_bars_hold': 58}"
231,RSI_ADX_CHOP,0.9,64.31,1001.579,1008.71,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.420194384553236, 'adx_max': 22.746544653118033, 'chop_max': 62.678336150321314, 'rsi_os': 28.82420855315736, 'rsi_ob': 79.10904956070544, 'sl_atr': 3.0, 'tp_atr': 1.8, 'max_bars_hold': 57}"
232,RSI_ADX_CHOP,0.94,61.81,1065.598,1072.599,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.44790728680061, 'adx_max': 22.8094862904131, 'chop_max': 62.81193716574738, 'rsi_os': 28.781497295680538, 'rsi_ob': 79.09169938010538, 'sl_atr': 2.9, 'tp_atr': 1.9, 'max_bars_hold': 57}"
233,RSI_ADX_CHOP,0.98,61.81,1042.044,1049.165,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.385526830064984, 'adx_max': 22.99393576116668, 'chop_max': 62.69248203701372, 'rsi_os': 28.868348820881838, 'rsi_ob': 79.10245881634305, 'sl_atr': 2.8, 'tp_atr': 1.9, 'max_bars_hold': 56}"
234,RSI_ADX_CHOP,0.79,58.06,829.53,835.706,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.296123321994747, 'adx_max': 23.03752369037169, 'chop_max': 62.702169340073986, 'rsi_os': 28.878380740919148, 'rsi_ob': 79.02188151074694, 'sl_atr': 2.8, 'tp_atr': 2.0, 'max_bars_hold': 57}"
235,RSI_ADX_CHOP,0.98,58.69,460.77,467.579,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 14.341427977684697, 'adx_max': 23.6080658893393, 'chop_max': 62.667557639356296, 'rsi_os': 28.845759586340797, 'rsi_ob': 79.01056302495735, 'sl_atr': 2.7, 'tp_atr': 2.0, 'max_bars_hold': 57}"
237,RSI_ADX_CHOP,0.84,61.12,798.819,805.451,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.196574562718437, 'adx_max': 23.1191485902127, 'chop_max': 62.57345203196278, 'rsi_os': 28.928296062687856, 'rsi_ob': 79.08793878666461, 'sl_atr': 2.9, 'tp_atr': 1.9, 'max_bars_hold': 62}"
238,CAPITULATION,2.6,60.81,66.566,78.447,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.025204294746458397, 'b_upper': 0.9986545213328142, 'b_trigger_l': 0.0978805296972687, 'b_trigger_s': 0.9191284945190058, 'vol_mult': 1.3883883767472613, 'atr_mult': 2.274803023976566, 'sl_atr': 2.8, 'tp_atr': 1.9, 'max_bars_hold': 63}"
239,MACD_REV,1.35,63.05,185.261,193.616,"{'strategy_type': 'MACD_REV', 'chop_thresh': 65.48657842324221, 'sweep_lookback': 18, 'sl_atr': 2.9, 'tp_atr': 2.2, 'max_bars_hold': 59}"
240,RSI_ADX_CHOP,0.95,60.09,895.124,901.983,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.219237261383537, 'adx_max': 23.161814708956403, 'chop_max': 62.76427112344623, 'rsi_os': 28.855421836540927, 'rsi_ob': 78.95214042454036, 'sl_atr': 2.9, 'tp_atr': 2.1, 'max_bars_hold': 65}"
241,RSI_ADX_CHOP,1.13,65.88,1129.574,1137.552,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.317584145748553, 'adx_max': 23.00013801628982, 'chop_max': 62.85286104086128, 'rsi_os': 28.880479424077436, 'rsi_ob': 78.84882248176224, 'sl_atr': 2.9, 'tp_atr': 2.0, 'max_bars_hold': 64}"
242,RSI_ADX_CHOP,0.96,53.47,1172.635,1178.862,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.500611992918307, 'adx_max': 22.829523981326535, 'chop_max': 63.57749855616055, 'rsi_os': 28.28343841919179, 'rsi_ob': 78.65525955656112, 'sl_atr': 2.6, 'tp_atr': 2.1, 'max_bars_hold': 66}"
243,RSI_ADX_CHOP,0.98,55.55,1052.6,1059.095,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.881972852383106, 'adx_max': 22.77300577601806, 'chop_max': 63.7290212294625, 'rsi_os': 28.33811820941994, 'rsi_ob': 78.74471617711816, 'sl_atr': 2.6, 'tp_atr': 2.1, 'max_bars_hold': 63}"
244,RSI_ADX_CHOP,0.9,51.91,926.549,932.44,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.880001943424944, 'adx_max': 23.155604989025857, 'chop_max': 63.56457169219142, 'rsi_os': 28.170538011552612, 'rsi_ob': 78.39196648770897, 'sl_atr': 2.7, 'tp_atr': 2.2, 'max_bars_hold': 66}"
245,RSI_ADX_CHOP,0.99,54.53,750.717,757.14,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 16.008351004470434, 'adx_max': 23.571376219252347, 'chop_max': 63.881601029518755, 'rsi_os': 27.176956954716537, 'rsi_ob': 78.36238270945148, 'sl_atr': 2.6, 'tp_atr': 2.1, 'max_bars_hold': 68}"
248,RSI_ADX_CHOP,1.0,52.5,929.132,935.382,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.400119318852711, 'adx_max': 23.20620800730231, 'chop_max': 62.32471151316645, 'rsi_os': 28.164711312553987, 'rsi_ob': 78.52949299782668, 'sl_atr': 2.5, 'tp_atr': 2.2, 'max_bars_hold': 70}"
249,RSI_ADX_CHOP,0.9,49.86,930.124,935.81,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.876953637123941, 'adx_max': 23.359440480995648, 'chop_max': 62.210856940346275, 'rsi_os': 28.239605074276223, 'rsi_ob': 78.66795455079956, 'sl_atr': 2.4, 'tp_atr': 2.2, 'max_bars_hold': 70}"
250,RSI_ADX_CHOP,0.96,52.89,517.716,523.885,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.945776374702449, 'adx_max': 23.478530089972494, 'chop_max': 62.22920307886662, 'rsi_os': 28.2715319209499, 'rsi_ob': 78.65811022804355, 'sl_atr': 2.4, 'tp_atr': 2.2, 'max_bars_hold': 70}"
251,RSI_ADX_CHOP,1.18,54.41,912.668,919.649,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.40611957969843, 'adx_max': 23.837003003935497, 'chop_max': 63.67506851660026, 'rsi_os': 27.415183157897562, 'rsi_ob': 78.2581898400025, 'sl_atr': 2.5, 'tp_atr': 2.5, 'max_bars_hold': 68}"
252,RSI_ADX_CHOP,1.1,54.53,829.647,836.4,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.483095393200625, 'adx_max': 23.629373933044445, 'chop_max': 64.84432336808163, 'rsi_os': 26.845709691758216, 'rsi_ob': 78.14198463229259, 'sl_atr': 2.6, 'tp_atr': 2.3, 'max_bars_hold': 71}"
255,RSI_ADX_CHOP,1.04,55.11,753.189,759.82,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.345663470924165, 'adx_max': 23.7218272263428, 'chop_max': 63.82563551383515, 'rsi_os': 27.999607867672765, 'rsi_ob': 78.48905721692105, 'sl_atr': 2.4, 'tp_atr': 2.1, 'max_bars_hold': 73}"
257,RSI_ADX_CHOP,1.01,59.69,432.518,439.517,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 16.24128277550061, 'adx_max': 23.97970377289835, 'chop_max': 62.95344407104192, 'rsi_os': 28.234091766986015, 'rsi_ob': 78.78381773241885, 'sl_atr': 2.5, 'tp_atr': 1.9, 'max_bars_hold': 63}"
259,RSI_ADX_CHOP,0.96,61.75,829.197,836.252,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.534513706368786, 'adx_max': 23.354057155149604, 'chop_max': 62.35413998260668, 'rsi_os': 28.997656568490317, 'rsi_ob': 78.91015103246379, 'sl_atr': 2.8, 'tp_atr': 2.0, 'max_bars_hold': 61}"
261,RSI_ADX_CHOP,0.75,51.31,782.354,787.735,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.18228325122413, 'adx_max': 23.310478610927287, 'chop_max': 63.4432819540357, 'rsi_os': 28.54109231684169, 'rsi_ob': 78.8245773285812, 'sl_atr': 2.7, 'tp_atr': 1.9, 'max_bars_hold': 63}"
262,RSI_ADX_CHOP,0.87,58.45,894.904,901.359,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.698894592756972, 'adx_max': 23.185209401822476, 'chop_max': 62.1548402097575, 'rsi_os': 28.80157696396567, 'rsi_ob': 78.44289048478015, 'sl_atr': 2.9, 'tp_atr': 2.1, 'max_bars_hold': 71}"
264,RSI_ADX_CHOP,0.94,48.7,1074.254,1079.944,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 16.663210323410166, 'adx_max': 23.177430951529466, 'chop_max': 64.24678641703073, 'rsi_os': 28.73180480578895, 'rsi_ob': 78.41255128989684, 'sl_atr': 2.5, 'tp_atr': 2.5, 'max_bars_hold': 71}"
267,RSI_ADX_CHOP,1.07,62.95,531.787,539.292,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 17.548007625556203, 'adx_max': 23.792889692540868, 'chop_max': 64.71714248368356, 'rsi_os': 28.938729633835965, 'rsi_ob': 78.10937745452757, 'sl_atr': 2.9, 'tp_atr': 2.2, 'max_bars_hold': 66}"
269,RSI_ADX_CHOP,1.07,55.52,489.735,496.497,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.281754226258988, 'adx_max': 23.528815285575902, 'chop_max': 64.38130379709317, 'rsi_os': 28.669911853180277, 'rsi_ob': 78.51206371970484, 'sl_atr': 2.5, 'tp_atr': 2.1, 'max_bars_hold': 72}"
270,MACD_REV,0.9,55.42,-0.666,5.576,"{'strategy_type': 'MACD_REV', 'chop_thresh': 55.64081342037715, 'sweep_lookback': 28, 'sl_atr': 2.9, 'tp_atr': 2.5, 'max_bars_hold': 69}"
272,RSI_ADX_CHOP,1.1,57.25,513.107,520.132,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.681540246516585, 'adx_max': 23.892089738948275, 'chop_max': 63.11506421405689, 'rsi_os': 28.264430802228564, 'rsi_ob': 79.02408306078998, 'sl_atr': 2.6, 'tp_atr': 2.2, 'max_bars_hold': 68}"
273,RSI_ADX_CHOP,0.97,66.49,750.754,758.313,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 16.837869296721962, 'adx_max': 23.32910206674586, 'chop_max': 63.636877102248235, 'rsi_os': 29.388207368523457, 'rsi_ob': 78.57211265227345, 'sl_atr': 3.0, 'tp_atr': 1.8, 'max_bars_hold': 64}"
275,RSI_ADX_CHOP,0.91,59.43,1042.044,1048.717,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.153204623526884, 'adx_max': 22.842123922774498, 'chop_max': 63.24927940639111, 'rsi_os': 28.88002299729009, 'rsi_ob': 78.25177858714441, 'sl_atr': 2.8, 'tp_atr': 1.9, 'max_bars_hold': 59}"
276,RSI_ADX_CHOP,0.98,63.0,1065.627,1072.867,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.37184914903856, 'adx_max': 22.855210152005807, 'chop_max': 62.48550257816956, 'rsi_os': 28.965462184502687, 'rsi_ob': 77.59477323614641, 'sl_atr': 2.8, 'tp_atr': 1.9, 'max_bars_hold': 60}"
277,RSI_ADX_CHOP,0.94,62.95,450.304,457.419,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 16.194463914243105, 'adx_max': 23.46425176548519, 'chop_max': 62.459240538960415, 'rsi_os': 29.035263691648066, 'rsi_ob': 77.9457167979024, 'sl_atr': 2.8, 'tp_atr': 1.9, 'max_bars_hold': 63}"
278,RSI_ADX_CHOP,1.21,55.72,1168.843,1198.045,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.802239037241096, 'adx_max': 23.16197079853464, 'chop_max': 61.96551857993552, 'rsi_os': 29.444471999204286, 'rsi_ob': 78.16935248853791, 'sl_atr': 2.7, 'tp_atr': 2.7, 'max_bars_hold': 61}"
280,RSI_ADX_CHOP,1.2,54.17,1623.828,1630.845,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.469135940015114, 'adx_max': 22.238345574748333, 'chop_max': 63.15087153917862, 'rsi_os': 29.402727002770334, 'rsi_ob': 77.59089271354378, 'sl_atr': 2.4, 'tp_atr': 2.8, 'max_bars_hold': 65}"
281,RSI_ADX_CHOP,1.66,57.62,1688.932,1697.674,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.878344386135742, 'adx_max': 22.38153450200284, 'chop_max': 63.29619502864779, 'rsi_os': 29.52748668002241, 'rsi_ob': 77.39936805738704, 'sl_atr': 2.4, 'tp_atr': 2.9, 'max_bars_hold': 60}"
282,RSI_ADX_CHOP,0.86,61.46,-0.928,5.798,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 15.833398468086937, 'adx_max': 22.01392999810028, 'chop_max': 63.080210273903695, 'rsi_os': 29.50107713163478, 'rsi_ob': 77.51411028233939, 'sl_atr': 2.6, 'tp_atr': 1.8, 'max_bars_hold': 60}"
283,RSI_ADX_CHOP,0.99,47.22,1822.576,1828.268,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 16.049936096806334, 'adx_max': 22.2817919692274, 'chop_max': 63.342459482726035, 'rsi_os': 29.440336131092398, 'rsi_ob': 77.22491986382978, 'sl_atr': 2.2, 'tp_atr': 3.1, 'max_bars_hold': 61}"
284,RSI_ADX_CHOP,0.96,46.46,1693.791,1699.317,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 16.216618047793425, 'adx_max': 22.212802268843042, 'chop_max': 64.05858351021509, 'rsi_os': 29.509520734678684, 'rsi_ob': 76.72825218966183, 'sl_atr': 2.2, 'tp_atr': 2.9, 'max_bars_hold': 63}"
285,RSI_ADX_CHOP,1.03,48.96,1693.791,1699.777,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 16.620433539631254, 'adx_max': 22.179426838817964, 'chop_max': 64.1908613110732, 'rsi_os': 29.574324368331556, 'rsi_ob': 77.09275171847801, 'sl_atr': 2.2, 'tp_atr': 2.9, 'max_bars_hold': 63}"
286,RSI_ADX_CHOP,1.1,46.46,1891.503,1897.449,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 16.109204629574002, 'adx_max': 22.19603422944246, 'chop_max': 64.27323584621399, 'rsi_os': 29.545041827460278, 'rsi_ob': 76.6014045983147, 'sl_atr': 2.1, 'tp_atr': 3.2, 'max_bars_hold': 62}"
287,RSI_ADX_CHOP,1.06,50.12,1819.598,1825.79,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 16.728437918428163, 'adx_max': 22.251812279061028, 'chop_max': 64.89860726826552, 'rsi_os': 29.60126921746271, 'rsi_ob': 76.76872455252212, 'sl_atr': 2.3, 'tp_atr': 3.1, 'max_bars_hold': 63}"
290,RSI_ADX_CHOP,0.93,47.22,1693.791,1699.303,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 16.349392764257626, 'adx_max': 22.304584371885, 'chop_max': 65.69253923475513, 'rsi_os': 29.442997116457548, 'rsi_ob': 76.7489046683494, 'sl_atr': 2.2, 'tp_atr': 2.9, 'max_bars_hold': 63}"
292,RSI_ADX_CHOP,0.95,44.64,1886.767,1892.081,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 17.345680272197708, 'adx_max': 22.278288484476306, 'chop_max': 66.00178626872336, 'rsi_os': 29.554698153337895, 'rsi_ob': 75.63036207628592, 'sl_atr': 2.1, 'tp_atr': 3.2, 'max_bars_hold': 63}"
293,CAPITULATION,1.8,51.51,0.156,8.707,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08867515721817584, 'b_upper': 0.9702691689203365, 'b_trigger_l': 0.07189974392973975, 'b_trigger_s': 0.9001792414232762, 'vol_mult': 2.7975905938504635, 'atr_mult': 1.8914248274145313, 'sl_atr': 2.1, 'tp_atr': 3.2, 'max_bars_hold': 63}"
295,RSI_ADX_CHOP,0.91,38.39,2092.921,2097.49,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 17.38002324333389, 'adx_max': 22.19451917286968, 'chop_max': 65.64628185603192, 'rsi_os': 29.35911195682481, 'rsi_ob': 75.99451285079417, 'sl_atr': 1.9, 'tp_atr': 3.5, 'max_bars_hold': 64}"
298,RSI_ADX_CHOP,1.08,46.51,1957.824,1963.715,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 16.94490440345113, 'adx_max': 22.319271321937144, 'chop_max': 65.524853815159, 'rsi_os': 29.31318944533512, 'rsi_ob': 76.48458204235415, 'sl_atr': 2.1, 'tp_atr': 3.3, 'max_bars_hold': 61}"
