Trial,Strategy,PF,WR,Sharpe,Score,Params
202,CAPITULATION,1.64,68.09,21.283,31.012,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.06527453626342553, 'b_upper': 0.9658147155388048, 'b_trigger_l': 0.08003580884644555, 'b_trigger_s': 0.898327498681699, 'vol_mult': 2.6430359354667785, 'atr_mult': 2.4111119769709934, 'sl_atr': 1.1, 'tp_atr': 1.0, 'max_bars_hold': 93}"
203,CAPITULATION,2.13,76.8,23.175,35.245,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.06984710790020532, 'b_upper': 0.9587017714013044, 'b_trigger_l': 0.070184824568055, 'b_trigger_s': 0.8902015194348792, 'vol_mult': 2.719961172781463, 'atr_mult': 2.3631296500559924, 'sl_atr': 1.4, 'tp_atr': 0.8, 'max_bars_hold': 84}"
204,CAPITULATION,1.11,73.12,283.479,292.121,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07205194756502446, 'b_upper': 0.9622965247014654, 'b_trigger_l': 0.07755191244884374, 'b_trigger_s': 0.9015984079601046, 'vol_mult': 2.592428208780942, 'atr_mult': 2.428340923364695, 'sl_atr': 1.2, 'tp_atr': 0.6, 'max_bars_hold': 84}"
205,CAPITULATION,1.32,74.79,278.581,288.02,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0725062278634884, 'b_upper': 0.9594381886104915, 'b_trigger_l': 0.07910427814741497, 'b_trigger_s': 0.9024390206999606, 'vol_mult': 2.5953185251524404, 'atr_mult': 2.432814100344507, 'sl_atr': 1.2, 'tp_atr': 0.6, 'max_bars_hold': 88}"
206,CAPITULATION,1.13,76.91,222.014,231.095,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07225669480411717, 'b_upper': 0.9624163495903467, 'b_trigger_l': 0.07780255148309413, 'b_trigger_s': 0.9030047885221997, 'vol_mult': 2.5941006069370376, 'atr_mult': 2.4259134831587232, 'sl_atr': 1.2, 'tp_atr': 0.5, 'max_bars_hold': 88}"
207,CAPITULATION,49.81,84.31,225.572,381.433,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07606508220464796, 'b_upper': 0.9621761192414411, 'b_trigger_l': 0.0769306970591992, 'b_trigger_s': 0.9021219244364244, 'vol_mult': 2.588554019945718, 'atr_mult': 2.4644890084153137, 'sl_atr': 1.3, 'tp_atr': 0.5, 'max_bars_hold': 88}"
208,CAPITULATION,49.88,83.86,222.41,378.436,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07246104155164328, 'b_upper': 0.9591439283710796, 'b_trigger_l': 0.07817524049357867, 'b_trigger_s': 0.9031159278331472, 'vol_mult': 2.591911771851907, 'atr_mult': 2.4650101337668913, 'sl_atr': 1.0, 'tp_atr': 0.5, 'max_bars_hold': 89}"
209,CAPITULATION,1.18,56.84,268.128,275.352,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07514402305775908, 'b_upper': 0.959335375569295, 'b_trigger_l': 0.0641002388597244, 'b_trigger_s': 0.8995977833970451, 'vol_mult': 2.549577292240655, 'atr_mult': 2.4468107993579014, 'sl_atr': 0.7, 'tp_atr': 0.6, 'max_bars_hold': 84}"
210,CAPITULATION,0.8,47.35,322.738,327.873,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.075573431147837, 'b_upper': 0.9588512003406799, 'b_trigger_l': 0.06012527869220146, 'b_trigger_s': 0.9010969405916207, 'vol_mult': 2.631897445047704, 'atr_mult': 2.380406481824112, 'sl_atr': 0.7, 'tp_atr': 0.7, 'max_bars_hold': 84}"
211,CAPITULATION,0.62,42.36,323.836,327.932,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07609172638200354, 'b_upper': 0.959305071266741, 'b_trigger_l': 0.060557133086821396, 'b_trigger_s': 0.8998678649164116, 'vol_mult': 2.625426534765423, 'atr_mult': 2.3790515751869687, 'sl_atr': 0.6, 'tp_atr': 0.7, 'max_bars_hold': 84}"
212,CAPITULATION,0.58,40.1,323.836,327.586,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0764616513641269, 'b_upper': 0.9597136383836612, 'b_trigger_l': 0.060977039204397045, 'b_trigger_s': 0.8999687469238921, 'vol_mult': 2.5476394248789216, 'atr_mult': 2.3785554133985247, 'sl_atr': 0.6, 'tp_atr': 0.7, 'max_bars_hold': 84}"
213,CAPITULATION,0.75,44.48,378.416,383.114,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07753160061128937, 'b_upper': 0.9594084049369626, 'b_trigger_l': 0.06365348078742364, 'b_trigger_s': 0.8989006060803953, 'vol_mult': 2.5504053521535606, 'atr_mult': 2.3784740418687953, 'sl_atr': 0.7, 'tp_atr': 0.8, 'max_bars_hold': 84}"
214,CAPITULATION,0.66,40.62,13.82,17.862,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07752404907143526, 'b_upper': 0.9607129826710546, 'b_trigger_l': 0.056473855572916606, 'b_trigger_s': 0.90480384773109, 'vol_mult': 2.6237680511618646, 'atr_mult': 2.3286937957463003, 'sl_atr': 0.6, 'tp_atr': 0.8, 'max_bars_hold': 86}"
215,CAPITULATION,0.81,58.34,13.634,19.898,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0765556336856272, 'b_upper': 0.9570770386348064, 'b_trigger_l': 0.08545009303854811, 'b_trigger_s': 0.9016845295073276, 'vol_mult': 2.6769076082636443, 'atr_mult': 2.377944113009001, 'sl_atr': 0.9, 'tp_atr': 0.7, 'max_bars_hold': 83}"
216,CAPITULATION,1.02,53.3,543.117,549.507,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08026348041248085, 'b_upper': 0.9639932671575642, 'b_trigger_l': 0.06293072396853472, 'b_trigger_s': 0.8997397658827538, 'vol_mult': 2.6024276101444173, 'atr_mult': 2.386579976872723, 'sl_atr': 1.0, 'tp_atr': 1.1, 'max_bars_hold': 89}"
218,CAPITULATION,0.78,49.4,377.867,383.147,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08030278058912503, 'b_upper': 0.9628652995149305, 'b_trigger_l': 0.07154588956938562, 'b_trigger_s': 0.9060492991518966, 'vol_mult': 2.550327494972674, 'atr_mult': 2.3689495559834497, 'sl_atr': 0.8, 'tp_atr': 0.8, 'max_bars_hold': 92}"
220,CAPITULATION,1.28,67.06,25.074,33.62,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08072655010205744, 'b_upper': 0.9634610777071974, 'b_trigger_l': 0.06935120119768429, 'b_trigger_s': 0.9057004908643508, 'vol_mult': 2.65674806993197, 'atr_mult': 2.2945045131082327, 'sl_atr': 1.0, 'tp_atr': 0.8, 'max_bars_hold': 96}"
221,CAPITULATION,0.74,48.19,322.456,327.495,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07503765170336685, 'b_upper': 0.9614182636713192, 'b_trigger_l': 0.0729676410609026, 'b_trigger_s': 0.9004577223362666, 'vol_mult': 2.5725319071722104, 'atr_mult': 2.3898995679901893, 'sl_atr': 0.8, 'tp_atr': 0.7, 'max_bars_hold': 90}"
222,CAPITULATION,0.9,50.25,377.867,383.592,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07453271577043606, 'b_upper': 0.9610993996913616, 'b_trigger_l': 0.07200225380116373, 'b_trigger_s': 0.8992499602386921, 'vol_mult': 2.562615536048454, 'atr_mult': 2.383131316429316, 'sl_atr': 0.8, 'tp_atr': 0.8, 'max_bars_hold': 90}"
223,CAPITULATION,0.87,47.95,433.52,438.925,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08198471330890823, 'b_upper': 0.966806706117096, 'b_trigger_l': 0.07175202254559591, 'b_trigger_s': 0.8988546406815568, 'vol_mult': 2.5572513760381637, 'atr_mult': 2.396609386658672, 'sl_atr': 0.8, 'tp_atr': 0.9, 'max_bars_hold': 91}"
224,CAPITULATION,0.85,43.33,434.369,439.252,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0814579021815164, 'b_upper': 0.9667404830313766, 'b_trigger_l': 0.060712453810261524, 'b_trigger_s': 0.8991729642818127, 'vol_mult': 2.5254013777225044, 'atr_mult': 2.382175259865726, 'sl_atr': 0.7, 'tp_atr': 0.9, 'max_bars_hold': 91}"
225,CAPITULATION,0.77,40.63,505.799,510.172,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07954489268527262, 'b_upper': 0.9670378230051693, 'b_trigger_l': 0.06063437542270863, 'b_trigger_s': 0.8984043205894233, 'vol_mult': 2.5208367749204004, 'atr_mult': 2.375911063906203, 'sl_atr': 0.8, 'tp_atr': 1.1, 'max_bars_hold': 90}"
227,CAPITULATION,1.08,58.23,12.969,20.032,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08006337320156653, 'b_upper': 0.9674771570988547, 'b_trigger_l': 0.06038832468294004, 'b_trigger_s': 0.9080042336235236, 'vol_mult': 2.5132075265771787, 'atr_mult': 2.318003113631005, 'sl_atr': 1.0, 'tp_atr': 1.0, 'max_bars_hold': 91}"
228,CAPITULATION,0.74,35.06,576.464,580.19,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08729876605696403, 'b_upper': 0.9649618483270456, 'b_trigger_l': 0.06560515205095514, 'b_trigger_s': 0.9045570478327392, 'vol_mult': 2.558904528052382, 'atr_mult': 2.373601267971225, 'sl_atr': 0.6, 'tp_atr': 1.2, 'max_bars_hold': 86}"
230,CAPITULATION,1.0,49.2,600.51,606.43,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09143398797385412, 'b_upper': 0.9647311146790198, 'b_trigger_l': 0.06606563003075173, 'b_trigger_s': 0.9050891857973596, 'vol_mult': 2.617059237102061, 'atr_mult': 2.389758372337364, 'sl_atr': 0.9, 'tp_atr': 1.2, 'max_bars_hold': 87}"
231,CAPITULATION,1.12,52.71,600.51,607.141,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0913465594941776, 'b_upper': 0.9645506632123083, 'b_trigger_l': 0.06551962897084505, 'b_trigger_s': 0.904149286142959, 'vol_mult': 2.617636671965559, 'atr_mult': 2.364782376084179, 'sl_atr': 0.9, 'tp_atr': 1.2, 'max_bars_hold': 86}"
232,CAPITULATION,1.1,52.81,612.683,619.264,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08877139404048756, 'b_upper': 0.9650183238877275, 'b_trigger_l': 0.06657715789427772, 'b_trigger_s': 0.9040224070897656, 'vol_mult': 2.602982832089755, 'atr_mult': 2.396108461681838, 'sl_atr': 1.0, 'tp_atr': 1.3, 'max_bars_hold': 87}"
234,CAPITULATION,1.15,50.29,504.349,510.828,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08695208089738479, 'b_upper': 0.9652791534020292, 'b_trigger_l': 0.07139400594162999, 'b_trigger_s': 0.9065401510675514, 'vol_mult': 2.6900816740392615, 'atr_mult': 2.3993754318918854, 'sl_atr': 0.9, 'tp_atr': 1.2, 'max_bars_hold': 89}"
235,CAPITULATION,1.13,50.94,504.349,510.833,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09040940963355333, 'b_upper': 0.9640661969462962, 'b_trigger_l': 0.07144610547904275, 'b_trigger_s': 0.9068807384056571, 'vol_mult': 2.734037052031134, 'atr_mult': 2.4155133224341396, 'sl_atr': 0.9, 'tp_atr': 1.2, 'max_bars_hold': 89}"
236,CAPITULATION,1.0,49.99,0.069,6.068,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09104665387315876, 'b_upper': 0.9654960627046758, 'b_trigger_l': 0.07137067903171081, 'b_trigger_s': 0.9066471658222441, 'vol_mult': 2.7051665224948875, 'atr_mult': 2.2886744622804973, 'sl_atr': 0.9, 'tp_atr': 1.1, 'max_bars_hold': 89}"
237,CAPITULATION,0.9,41.58,465.704,470.562,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08867838249935983, 'b_upper': 0.9672825722907066, 'b_trigger_l': 0.06682888102110704, 'b_trigger_s': 0.9043515213361725, 'vol_mult': 2.7401334466586724, 'atr_mult': 2.3934346309733785, 'sl_atr': 0.8, 'tp_atr': 1.2, 'max_bars_hold': 91}"
239,CAPITULATION,0.94,48.3,504.349,509.999,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08871178658664657, 'b_upper': 0.9671489749002475, 'b_trigger_l': 0.0669938967529891, 'b_trigger_s': 0.9092541016392511, 'vol_mult': 2.723217333688725, 'atr_mult': 2.3622624088939865, 'sl_atr': 0.9, 'tp_atr': 1.2, 'max_bars_hold': 87}"
241,CAPITULATION,0.79,42.48,465.704,470.322,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0895441296426142, 'b_upper': 0.9650169665860748, 'b_trigger_l': 0.06548553550058123, 'b_trigger_s': 0.9036411206777167, 'vol_mult': 2.7128345453278473, 'atr_mult': 2.362117984665351, 'sl_atr': 0.8, 'tp_atr': 1.2, 'max_bars_hold': 90}"
244,CAPITULATION,1.02,46.49,560.246,565.955,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09171223594953988, 'b_upper': 0.9646681057951912, 'b_trigger_l': 0.07080137155633764, 'b_trigger_s': 0.9046297563148632, 'vol_mult': 2.6825984646704706, 'atr_mult': 2.4012437388947516, 'sl_atr': 0.9, 'tp_atr': 1.4, 'max_bars_hold': 87}"
245,CAPITULATION,0.93,42.44,607.829,612.863,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09266178062858577, 'b_upper': 0.9649692566115537, 'b_trigger_l': 0.0699891904784391, 'b_trigger_s': 0.9086306976831088, 'vol_mult': 2.7016740012573055, 'atr_mult': 2.351747895098194, 'sl_atr': 0.9, 'tp_atr': 1.5, 'max_bars_hold': 87}"
247,CAPITULATION,0.82,38.27,519.799,524.086,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09076942462090701, 'b_upper': 0.9676870611082119, 'b_trigger_l': 0.06412340566713955, 'b_trigger_s': 0.9069349243293156, 'vol_mult': 2.687484880227874, 'atr_mult': 2.3563091945324612, 'sl_atr': 0.7, 'tp_atr': 1.3, 'max_bars_hold': 86}"
249,RSI_ADX_CHOP,0.91,52.24,-0.5,5.454,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 7.667187723719149, 'adx_max': 32.6121094350757, 'chop_max': 68.92491840107832, 'rsi_os': 23.27770234563985, 'rsi_ob': 79.96186472313786, 'sl_atr': 0.9, 'tp_atr': 1.4, 'max_bars_hold': 90}"
250,CAPITULATION,1.1,48.64,649.18,655.344,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08634625474225213, 'b_upper': 0.966053980528377, 'b_trigger_l': 0.07188294146508914, 'b_trigger_s': 0.9126801252978665, 'vol_mult': 2.754191838692414, 'atr_mult': 2.402785447054347, 'sl_atr': 1.0, 'tp_atr': 1.6, 'max_bars_hold': 88}"
251,CAPITULATION,1.19,49.3,649.18,655.68,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08573036626333316, 'b_upper': 0.9661430647620262, 'b_trigger_l': 0.0653626544551605, 'b_trigger_s': 0.9123816202140865, 'vol_mult': 2.7746252551403403, 'atr_mult': 2.397557457031858, 'sl_atr': 1.0, 'tp_atr': 1.6, 'max_bars_hold': 87}"
252,CAPITULATION,1.11,51.48,-0.935,5.543,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08531612357940739, 'b_upper': 0.9669182501073248, 'b_trigger_l': 0.06604651304172943, 'b_trigger_s': 0.9123999698924823, 'vol_mult': 2.782733052996698, 'atr_mult': 2.311398887756715, 'sl_atr': 1.1, 'tp_atr': 1.6, 'max_bars_hold': 87}"
253,CAPITULATION,1.05,50.34,554.866,561.05,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0937095707026529, 'b_upper': 0.9657284059563108, 'b_trigger_l': 0.06514321198941338, 'b_trigger_s': 0.9099768218573154, 'vol_mult': 2.7371116557116224, 'atr_mult': 2.3936123229473423, 'sl_atr': 1.0, 'tp_atr': 1.4, 'max_bars_hold': 86}"
254,CAPITULATION,1.07,47.57,649.18,655.147,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0928813699729498, 'b_upper': 0.966619542439311, 'b_trigger_l': 0.06482726826182554, 'b_trigger_s': 0.9113444058350221, 'vol_mult': 2.7552043930203123, 'atr_mult': 2.4158113710399407, 'sl_atr': 1.0, 'tp_atr': 1.6, 'max_bars_hold': 86}"
255,CAPITULATION,0.94,44.05,649.18,654.405,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09814739421261044, 'b_upper': 0.9654889245005749, 'b_trigger_l': 0.05538541516570734, 'b_trigger_s': 0.9118640729912646, 'vol_mult': 2.751256992501982, 'atr_mult': 2.4007187432521486, 'sl_atr': 1.0, 'tp_atr': 1.6, 'max_bars_hold': 86}"
259,CAPITULATION,1.22,52.8,554.866,561.806,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09208880338810943, 'b_upper': 0.9650937048881749, 'b_trigger_l': 0.06741798234220651, 'b_trigger_s': 0.9092971729518223, 'vol_mult': 2.7530833229653653, 'atr_mult': 2.408513878029916, 'sl_atr': 1.0, 'tp_atr': 1.4, 'max_bars_hold': 86}"
260,CAPITULATION,1.15,48.96,649.18,655.526,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09232731375822971, 'b_upper': 0.9645578005317106, 'b_trigger_l': 0.0661290350764783, 'b_trigger_s': 0.9118405319399048, 'vol_mult': 2.7546536839027866, 'atr_mult': 2.4103029642865286, 'sl_atr': 1.0, 'tp_atr': 1.6, 'max_bars_hold': 86}"
265,CAPITULATION,0.97,48.96,504.349,510.155,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08613175263488651, 'b_upper': 0.9643550687626301, 'b_trigger_l': 0.052233005399512936, 'b_trigger_s': 0.9116899537126215, 'vol_mult': 2.745596522670941, 'atr_mult': 2.409986484717807, 'sl_atr': 0.9, 'tp_atr': 1.2, 'max_bars_hold': 86}"
266,CAPITULATION,0.78,42.74,512.858,517.472,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08550724325854084, 'b_upper': 0.9645302505028069, 'b_trigger_l': 0.05761189553552503, 'b_trigger_s': 0.9118005011022534, 'vol_mult': 2.7487632595995604, 'atr_mult': 2.3613071110982027, 'sl_atr': 0.9, 'tp_atr': 1.3, 'max_bars_hold': 86}"
269,CAPITULATION,1.1,43.23,703.102,708.725,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09204142960983414, 'b_upper': 0.9638374988940371, 'b_trigger_l': 0.05275338179715616, 'b_trigger_s': 0.9172067652517658, 'vol_mult': 2.8391808056765844, 'atr_mult': 2.3390134773502496, 'sl_atr': 0.9, 'tp_atr': 1.7, 'max_bars_hold': 86}"
271,CAPITULATION,1.0,45.46,649.18,654.726,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09476268559087014, 'b_upper': 0.9640227555667039, 'b_trigger_l': 0.05399375003291189, 'b_trigger_s': 0.9161028706863685, 'vol_mult': 2.797272748461388, 'atr_mult': 2.4221336087739194, 'sl_atr': 1.0, 'tp_atr': 1.6, 'max_bars_hold': 86}"
272,CAPITULATION,1.0,45.46,649.18,654.726,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09457535925340342, 'b_upper': 0.964385947155101, 'b_trigger_l': 0.05315228319112789, 'b_trigger_s': 0.9156212561757251, 'vol_mult': 2.8027283699682903, 'atr_mult': 2.4246924764265123, 'sl_atr': 1.0, 'tp_atr': 1.6, 'max_bars_hold': 86}"
273,CAPITULATION,0.98,47.13,643.65,649.303,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0960445038408576, 'b_upper': 0.9647456642306758, 'b_trigger_l': 0.05337391190261147, 'b_trigger_s': 0.9213170040215262, 'vol_mult': 2.8026971656662667, 'atr_mult': 2.4249371688392283, 'sl_atr': 1.1, 'tp_atr': 1.6, 'max_bars_hold': 86}"
275,CAPITULATION,1.0,45.46,649.18,654.726,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09994019947126576, 'b_upper': 0.9640022336361014, 'b_trigger_l': 0.05356546870239121, 'b_trigger_s': 0.9201809126321081, 'vol_mult': 2.8013778204669055, 'atr_mult': 2.4252309144943465, 'sl_atr': 1.0, 'tp_atr': 1.6, 'max_bars_hold': 85}"
276,CAPITULATION,1.07,51.53,688.356,694.719,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09897008604887059, 'b_upper': 0.9637604493321215, 'b_trigger_l': 0.053638203204374936, 'b_trigger_s': 0.9209882830039294, 'vol_mult': 2.839917787319524, 'atr_mult': 2.4344295084869554, 'sl_atr': 1.2, 'tp_atr': 1.6, 'max_bars_hold': 85}"
277,CAPITULATION,1.16,53.75,688.356,695.211,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09690906444114891, 'b_upper': 0.9643190206672236, 'b_trigger_l': 0.05428594153399073, 'b_trigger_s': 0.9247697232822064, 'vol_mult': 2.854136284747261, 'atr_mult': 2.4320016449575506, 'sl_atr': 1.2, 'tp_atr': 1.6, 'max_bars_hold': 85}"
278,CAPITULATION,1.28,49.0,-0.091,6.649,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09950531856669655, 'b_upper': 0.9640617799531599, 'b_trigger_l': 0.051959271763769015, 'b_trigger_s': 0.921095476861313, 'vol_mult': 2.8678877447338302, 'atr_mult': 2.4322602461125395, 'sl_atr': 1.2, 'tp_atr': 2.1, 'max_bars_hold': 83}"
279,CAPITULATION,0.98,45.99,691.068,696.607,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09533572379422241, 'b_upper': 0.9635448718826455, 'b_trigger_l': 0.05370331580278159, 'b_trigger_s': 0.9230531373705284, 'vol_mult': 2.835750517385709, 'atr_mult': 2.433784358612655, 'sl_atr': 1.1, 'tp_atr': 1.7, 'max_bars_hold': 86}"
280,CAPITULATION,1.07,51.53,688.356,694.719,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09598647227715619, 'b_upper': 0.9634274535527667, 'b_trigger_l': 0.054992754425087845, 'b_trigger_s': 0.9232032235346326, 'vol_mult': 2.8374527250553365, 'atr_mult': 2.4405404690431554, 'sl_atr': 1.2, 'tp_atr': 1.6, 'max_bars_hold': 85}"
281,CAPITULATION,1.27,53.91,688.356,695.557,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09619468483293252, 'b_upper': 0.9633868907318245, 'b_trigger_l': 0.05430967838770458, 'b_trigger_s': 0.9230436363278678, 'vol_mult': 2.8346213260521056, 'atr_mult': 2.445013563199571, 'sl_atr': 1.2, 'tp_atr': 1.6, 'max_bars_hold': 81}"
282,CAPITULATION,1.36,54.17,735.577,743.074,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0955522545682972, 'b_upper': 0.9639526979426188, 'b_trigger_l': 0.054044969450342574, 'b_trigger_s': 0.9216821123454838, 'vol_mult': 2.8466693659544746, 'atr_mult': 2.5062097153551544, 'sl_atr': 1.2, 'tp_atr': 1.7, 'max_bars_hold': 81}"
283,CAPITULATION,1.31,53.03,735.577,742.81,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09744647523802358, 'b_upper': 0.9630777987753762, 'b_trigger_l': 0.05500502779861398, 'b_trigger_s': 0.9231781614104463, 'vol_mult': 2.8390264416057436, 'atr_mult': 2.5044464241202102, 'sl_atr': 1.2, 'tp_atr': 1.7, 'max_bars_hold': 81}"
284,CAPITULATION,1.4,57.2,735.577,743.497,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09673152635877022, 'b_upper': 0.9633562080036671, 'b_trigger_l': 0.05341165560164958, 'b_trigger_s': 0.9258149201972627, 'vol_mult': 2.8425417897207783, 'atr_mult': 2.525618516000761, 'sl_atr': 1.2, 'tp_atr': 1.7, 'max_bars_hold': 80}"
285,CAPITULATION,1.01,44.77,0.459,5.966,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09701608539190379, 'b_upper': 0.9629109195791887, 'b_trigger_l': 0.05361905297773992, 'b_trigger_s': 0.9259467446186399, 'vol_mult': 2.845205323797789, 'atr_mult': 1.8287743020407972, 'sl_atr': 1.2, 'tp_atr': 2.0, 'max_bars_hold': 80}"
286,CAPITULATION,1.38,52.78,-0.263,7.155,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09579182914674807, 'b_upper': 0.9631487068165585, 'b_trigger_l': 0.05422194183008552, 'b_trigger_s': 0.9229004860348001, 'vol_mult': 2.8149931585531434, 'atr_mult': 2.5070832643023238, 'sl_atr': 1.2, 'tp_atr': 1.8, 'max_bars_hold': 81}"
287,CAPITULATION,1.26,53.03,735.577,742.66,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09977292878516719, 'b_upper': 0.9632955013264176, 'b_trigger_l': 0.054189607000385644, 'b_trigger_s': 0.9285660090964556, 'vol_mult': 2.889516878259798, 'atr_mult': 2.5184087454559885, 'sl_atr': 1.2, 'tp_atr': 1.7, 'max_bars_hold': 83}"
288,CAPITULATION,1.36,54.81,735.577,743.138,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09994004068468014, 'b_upper': 0.9693949525477196, 'b_trigger_l': 0.05377847561033767, 'b_trigger_s': 0.9271313414884164, 'vol_mult': 2.869030650710385, 'atr_mult': 2.500614209564762, 'sl_atr': 1.2, 'tp_atr': 1.7, 'max_bars_hold': 82}"
291,CAPITULATION,1.28,55.3,688.356,695.726,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09737182840263019, 'b_upper': 0.9626316447402484, 'b_trigger_l': 0.050141571407641174, 'b_trigger_s': 0.9252756103772656, 'vol_mult': 2.896534853575632, 'atr_mult': 2.495954746897818, 'sl_atr': 1.2, 'tp_atr': 1.6, 'max_bars_hold': 83}"
292,CAPITULATION,1.23,55.3,686.986,694.206,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09760243243929559, 'b_upper': 0.962357692342837, 'b_trigger_l': 0.05398096498530964, 'b_trigger_s': 0.9265230402953333, 'vol_mult': 2.8969912852803814, 'atr_mult': 2.5173210703132516, 'sl_atr': 1.3, 'tp_atr': 1.6, 'max_bars_hold': 83}"
293,CAPITULATION,1.43,60.66,686.986,695.342,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09771906768521295, 'b_upper': 0.9626379322098529, 'b_trigger_l': 0.05494098825980171, 'b_trigger_s': 0.9262273780750871, 'vol_mult': 2.8964168899074454, 'atr_mult': 2.5040041161893556, 'sl_atr': 1.3, 'tp_atr': 1.6, 'max_bars_hold': 80}"
294,CAPITULATION,1.43,54.56,-0.279,7.467,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09800709100118753, 'b_upper': 0.9627273872765099, 'b_trigger_l': 0.05522753594898144, 'b_trigger_s': 0.9259350396145719, 'vol_mult': 2.893946187550238, 'atr_mult': 2.5124623441924983, 'sl_atr': 1.3, 'tp_atr': 1.9, 'max_bars_hold': 83}"
296,CAPITULATION,1.55,61.67,688.625,697.442,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09576501646623954, 'b_upper': 0.9626699583539087, 'b_trigger_l': 0.05313323092870448, 'b_trigger_s': 0.9336676933994049, 'vol_mult': 2.8421082414392305, 'atr_mult': 2.5317322819102963, 'sl_atr': 1.2, 'tp_atr': 1.6, 'max_bars_hold': 80}"
297,CAPITULATION,1.32,59.28,687.253,695.141,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09595777846434642, 'b_upper': 0.9625322780690855, 'b_trigger_l': 0.050168982915529174, 'b_trigger_s': 0.9336712103892072, 'vol_mult': 2.846043317625557, 'atr_mult': 2.542625234983708, 'sl_atr': 1.3, 'tp_atr': 1.6, 'max_bars_hold': 80}"
