Trial,Strategy,PF,WR,Sharpe,Score,Params
104,CAPITULATION,26.54,71.47,0.324,85.091,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.01490295004300891, 'b_upper': 0.9529559625792172, 'b_trigger_l': 0.13851730712614663, 'b_trigger_s': 0.8670243605118951, 'vol_mult': 2.4621468936582342, 'atr_mult': 2.433926977605696, 'sl_atr': 2.3, 'tp_atr': 4.7, 'max_bars_hold': 68}"
105,CAPITULATION,2.89,66.67,0.45,13.787,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.011466806893333317, 'b_upper': 0.9579598890832901, 'b_trigger_l': 0.13599485131428116, 'b_trigger_s': 0.8614955072600531, 'vol_mult': 2.6234443507404372, 'atr_mult': 2.3860395278002886, 'sl_atr': 2.5, 'tp_atr': 6.4, 'max_bars_hold': 74}"
107,CAPITULATION,51.53,83.75,0.518,161.483,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.058577507309652124, 'b_upper': 0.9447419249506127, 'b_trigger_l': 0.13085067372483877, 'b_trigger_s': 0.8687866672429116, 'vol_mult': 2.4438142495485833, 'atr_mult': 2.62127777595282, 'sl_atr': 2.3, 'tp_atr': 4.5, 'max_bars_hold': 65}"
110,CAPITULATION,51.8,84.66,0.842,162.708,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.05815663313591756, 'b_upper': 0.9442865296756556, 'b_trigger_l': 0.11569364145044211, 'b_trigger_s': 0.8627895902868404, 'vol_mult': 2.4352627060780083, 'atr_mult': 2.624878522871657, 'sl_atr': 2.4, 'tp_atr': 4.4, 'max_bars_hold': 70}"
111,CAPITULATION,51.8,83.75,0.751,162.526,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.06095234769322042, 'b_upper': 0.9723688768881666, 'b_trigger_l': 0.1177053140837578, 'b_trigger_s': 0.8818135649636449, 'vol_mult': 2.270959929224268, 'atr_mult': 2.6405735074806502, 'sl_atr': 2.6, 'tp_atr': 4.4, 'max_bars_hold': 70}"
112,CAPITULATION,26.72,65.29,0.701,85.39,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.05884736555177431, 'b_upper': 0.9789409196044585, 'b_trigger_l': 0.11396090714895599, 'b_trigger_s': 0.8835829569253678, 'vol_mult': 2.224897824270007, 'atr_mult': 2.6306557427995, 'sl_atr': 2.7, 'tp_atr': 4.3, 'max_bars_hold': 80}"
114,CAPITULATION,28.52,78.33,0.341,91.734,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.05592394700278374, 'b_upper': 0.9725135616844417, 'b_trigger_l': 0.11322246532367859, 'b_trigger_s': 0.8812207392639485, 'vol_mult': 2.411440997719568, 'atr_mult': 2.501516568599686, 'sl_atr': 2.5, 'tp_atr': 5.2, 'max_bars_hold': 68}"
115,CAPITULATION,30.37,78.75,0.583,97.568,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.06546719442425646, 'b_upper': 0.9877101019395765, 'b_trigger_l': 0.11966198426175038, 'b_trigger_s': 0.8628411425141757, 'vol_mult': 2.5457412224067286, 'atr_mult': 2.6054353168615445, 'sl_atr': 3.1, 'tp_atr': 4.5, 'max_bars_hold': 76}"
117,CAPITULATION,1.06,43.94,0.668,6.242,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.06212522462727024, 'b_upper': 0.9405422005143104, 'b_trigger_l': 0.09503590314357886, 'b_trigger_s': 0.8920091547909584, 'vol_mult': 2.412204184452466, 'atr_mult': 1.97693989827454, 'sl_atr': 2.3, 'tp_atr': 4.7, 'max_bars_hold': 71}"
119,CAPITULATION,1.67,51.7,1.421,9.601,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.050465984970451926, 'b_upper': 0.9822830888637103, 'b_trigger_l': 0.11557695976027312, 'b_trigger_s': 0.9210843938834062, 'vol_mult': 2.123958542085318, 'atr_mult': 2.290926598936925, 'sl_atr': 2.6, 'tp_atr': 4.1, 'max_bars_hold': 85}"
120,CAPITULATION,2.13,61.61,0.428,10.979,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.06373925965716246, 'b_upper': 0.9705771637173506, 'b_trigger_l': 0.14687247805950163, 'b_trigger_s': 0.8566538381373753, 'vol_mult': 2.514113496253871, 'atr_mult': 2.3845915111120872, 'sl_atr': 2.8, 'tp_atr': 5.1, 'max_bars_hold': 76}"
121,CAPITULATION,51.24,86.25,0.371,160.716,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0032576604636757696, 'b_upper': 0.9515085855639496, 'b_trigger_l': 0.1296109856407252, 'b_trigger_s': 0.8667025778964452, 'vol_mult': 2.5946786302027953, 'atr_mult': 2.6411426434016168, 'sl_atr': 2.4, 'tp_atr': 6.8, 'max_bars_hold': 58}"
123,CAPITULATION,51.3,84.66,0.464,160.83,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.04607079708461326, 'b_upper': 0.9764344077473367, 'b_trigger_l': 0.10681912520788801, 'b_trigger_s': 0.8804285025018698, 'vol_mult': 2.386240480470878, 'atr_mult': 2.615500744453311, 'sl_atr': 2.6, 'tp_atr': 6.1, 'max_bars_hold': 64}"
125,CAPITULATION,51.45,83.75,0.572,161.297,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.05909698215332029, 'b_upper': 0.9463545035153539, 'b_trigger_l': 0.12124864009674553, 'b_trigger_s': 0.8803166136325788, 'vol_mult': 2.446545268412458, 'atr_mult': 2.617138935634841, 'sl_atr': 2.4, 'tp_atr': 6.1, 'max_bars_hold': 67}"
127,CAPITULATION,28.64,76.25,1.53,93.075,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.05904808450454045, 'b_upper': 0.9451989740753577, 'b_trigger_l': 0.10670911446004916, 'b_trigger_s': 0.881859183711468, 'vol_mult': 2.446174306373526, 'atr_mult': 2.5119113797125814, 'sl_atr': 2.5, 'tp_atr': 3.7, 'max_bars_hold': 73}"
128,CAPITULATION,26.06,76.43,0.387,84.21,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.05463542840544476, 'b_upper': 0.936970781866609, 'b_trigger_l': 0.12179820440162156, 'b_trigger_s': 0.8917650663841096, 'vol_mult': 2.372451020033573, 'atr_mult': 2.595254747720743, 'sl_atr': 3.4, 'tp_atr': 6.1, 'max_bars_hold': 67}"
132,CAPITULATION,50.84,84.85,0.39,159.395,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0055077650852758744, 'b_upper': 0.9515948710936304, 'b_trigger_l': 0.1116963885855417, 'b_trigger_s': 0.8693936824131513, 'vol_mult': 2.4596392666700453, 'atr_mult': 2.6702359787870176, 'sl_atr': 2.2, 'tp_atr': 7.1, 'max_bars_hold': 60}"
133,CAPITULATION,25.72,66.36,0.208,82.004,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.06698403535880373, 'b_upper': 0.9463277265082096, 'b_trigger_l': 0.128932813904789, 'b_trigger_s': 0.8495745749381503, 'vol_mult': 2.2785222292207488, 'atr_mult': 2.4729765552086143, 'sl_atr': 1.9, 'tp_atr': 6.9, 'max_bars_hold': 56}"
137,CAPITULATION,5.74,71.97,0.574,22.991,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.05769432473528377, 'b_upper': 0.9816871857873161, 'b_trigger_l': 0.09556269934524256, 'b_trigger_s': 0.873342481532146, 'vol_mult': 2.6553254797472547, 'atr_mult': 2.529725132780891, 'sl_atr': 3.1, 'tp_atr': 7.5, 'max_bars_hold': 65}"
139,CAPITULATION,27.44,72.97,0.359,87.976,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.03472146478288393, 'b_upper': 0.9561761568654688, 'b_trigger_l': 0.12753710844645483, 'b_trigger_s': 0.8644816331612905, 'vol_mult': 2.437036033842334, 'atr_mult': 2.5656997047450383, 'sl_atr': 2.5, 'tp_atr': 3.9, 'max_bars_hold': 76}"
140,CAPITULATION,1.36,52.2,1.916,9.216,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.012077906269391151, 'b_upper': 0.9688104017942281, 'b_trigger_l': 0.10559077416117763, 'b_trigger_s': 0.8999504219805964, 'vol_mult': 2.354836258385199, 'atr_mult': 2.2018384307683387, 'sl_atr': 2.8, 'tp_atr': 3.6, 'max_bars_hold': 67}"
141,CAPITULATION,51.18,82.5,0.876,160.666,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.009118401421877212, 'b_upper': 0.9126824797882297, 'b_trigger_l': 0.1331012044121615, 'b_trigger_s': 0.9145411867894334, 'vol_mult': 2.9433253019289607, 'atr_mult': 2.6311872429915066, 'sl_atr': 2.1, 'tp_atr': 4.1, 'max_bars_hold': 69}"
142,CAPITULATION,50.64,80.91,0.572,158.583,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.023150061209348285, 'b_upper': 0.9180067641305535, 'b_trigger_l': 0.1335464823744372, 'b_trigger_s': 0.9155338986111735, 'vol_mult': 2.8846456485571026, 'atr_mult': 2.638671260331629, 'sl_atr': 2.2, 'tp_atr': 5.7, 'max_bars_hold': 65}"
143,CAPITULATION,26.84,72.16,0.91,86.646,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.009118067629826062, 'b_upper': 0.947973544648855, 'b_trigger_l': 0.1314446374559473, 'b_trigger_s': 0.9052162826569935, 'vol_mult': 2.8405765684990776, 'atr_mult': 2.66650921495116, 'sl_atr': 2.0, 'tp_atr': 4.2, 'max_bars_hold': 69}"
144,CAPITULATION,30.31,72.16,0.802,96.948,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.013923804458618641, 'b_upper': 0.9114927588508265, 'b_trigger_l': 0.12334596978130817, 'b_trigger_s': 0.936425803443576, 'vol_mult': 2.934464898438172, 'atr_mult': 2.578190384104066, 'sl_atr': 2.4, 'tp_atr': 4.0, 'max_bars_hold': 73}"
149,CAPITULATION,50.57,79.67,0.558,158.235,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.00705805652862823, 'b_upper': 0.9031911179885916, 'b_trigger_l': 0.11755807243736982, 'b_trigger_s': 0.9089729719600911, 'vol_mult': 2.8693713789016746, 'atr_mult': 2.4705565885986474, 'sl_atr': 1.8, 'tp_atr': 2.9, 'max_bars_hold': 59}"
151,CAPITULATION,50.57,89.2,0.864,159.494,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0021047941604957505, 'b_upper': 0.9081871347439803, 'b_trigger_l': 0.14197685989255243, 'b_trigger_s': 0.9109236166908732, 'vol_mult': 2.943288253931529, 'atr_mult': 2.553693465174048, 'sl_atr': 2.1, 'tp_atr': 1.0, 'max_bars_hold': 32}"
152,CAPITULATION,36.23,75.31,0.355,114.576,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.010536684211669289, 'b_upper': 0.9109912148392463, 'b_trigger_l': 0.13825156057099336, 'b_trigger_s': 0.9186781415478094, 'vol_mult': 2.908585565925801, 'atr_mult': 2.5921064697097753, 'sl_atr': 2.3, 'tp_atr': 4.8, 'max_bars_hold': 23}"
153,CAPITULATION,27.0,84.85,0.312,87.797,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.012933572478688309, 'b_upper': 0.9136370673167676, 'b_trigger_l': 0.12910926899491385, 'b_trigger_s': 0.8692866418388944, 'vol_mult': 2.5292437583184673, 'atr_mult': 2.531698514499866, 'sl_atr': 2.0, 'tp_atr': 1.4, 'max_bars_hold': 34}"
154,CAPITULATION,27.6,83.18,1.278,90.396,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07810927669301541, 'b_upper': 0.9201772762524044, 'b_trigger_l': 0.15324494202228592, 'b_trigger_s': 0.9232548065949467, 'vol_mult': 2.222216516867915, 'atr_mult': 2.6612926610732868, 'sl_atr': 2.7, 'tp_atr': 1.2, 'max_bars_hold': 30}"
155,CAPITULATION,51.04,83.64,0.195,159.679,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0832544881628069, 'b_upper': 0.9060747364733125, 'b_trigger_l': 0.1251328023617872, 'b_trigger_s': 0.9142344869355019, 'vol_mult': 2.424697597350073, 'atr_mult': 2.6184439570027895, 'sl_atr': 2.4, 'tp_atr': 1.7, 'max_bars_hold': 26}"
157,CAPITULATION,50.24,91.66,27.393,185.279,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.014752282216319669, 'b_upper': 0.9820805513877607, 'b_trigger_l': 0.14436239970911527, 'b_trigger_s': 0.8725510392434777, 'vol_mult': 2.3619220250592443, 'atr_mult': 2.557846091065159, 'sl_atr': 2.1, 'tp_atr': 0.7, 'max_bars_hold': 72}"
158,CAPITULATION,27.91,72.39,0.334,89.303,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.015374537081944854, 'b_upper': 0.9852871454855934, 'b_trigger_l': 0.14544971493569794, 'b_trigger_s': 0.8672868772962513, 'vol_mult': 2.3140474410999863, 'atr_mult': 2.568488186172626, 'sl_atr': 2.6, 'tp_atr': 5.0, 'max_bars_hold': 79}"
161,CAPITULATION,74.54,95.0,27.192,258.312,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.010391201893842537, 'b_upper': 0.9757508491135428, 'b_trigger_l': 0.14003686326232567, 'b_trigger_s': 0.8797301799144226, 'vol_mult': 2.967999245625613, 'atr_mult': 2.484552313966211, 'sl_atr': 2.1, 'tp_atr': 0.6, 'max_bars_hold': 67}"
162,CAPITULATION,50.82,92.5,36.26,195.97,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.013855437745471409, 'b_upper': 0.9751515614904448, 'b_trigger_l': 0.13667241367733343, 'b_trigger_s': 0.8777577079846255, 'vol_mult': 2.997987091153001, 'atr_mult': 2.417813510923591, 'sl_atr': 2.0, 'tp_atr': 0.9, 'max_bars_hold': 67}"
163,CAPITULATION,50.02,88.18,-0.556,156.322,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.014214653620226931, 'b_upper': 0.9760586273641125, 'b_trigger_l': 0.16026184617784556, 'b_trigger_s': 0.8834096277896052, 'vol_mult': 2.992355394910553, 'atr_mult': 2.419784581688581, 'sl_atr': 1.5, 'tp_atr': 0.6, 'max_bars_hold': 67}"
164,CAPITULATION,2.22,84.13,28.874,41.947,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.01931106535424054, 'b_upper': 0.9732890506002233, 'b_trigger_l': 0.1424099792673265, 'b_trigger_s': 0.8760009947673232, 'vol_mult': 2.359095876192148, 'atr_mult': 2.346066202754113, 'sl_atr': 1.9, 'tp_atr': 0.7, 'max_bars_hold': 64}"
165,CAPITULATION,74.61,96.43,21.942,253.415,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.012998158483502689, 'b_upper': 0.9773278789502828, 'b_trigger_l': 0.13894513408558698, 'b_trigger_s': 0.8871656870148502, 'vol_mult': 2.57842467943657, 'atr_mult': 2.48257701734807, 'sl_atr': 2.4, 'tp_atr': 0.5, 'max_bars_hold': 61}"
166,CAPITULATION,0.78,78.03,4.014,12.157,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.012230399398672782, 'b_upper': 0.9777618848838273, 'b_trigger_l': 0.13799408832540513, 'b_trigger_s': 0.8805704382593588, 'vol_mult': 1.9798504452900305, 'atr_mult': 2.2893245837288254, 'sl_atr': 1.8, 'tp_atr': 0.5, 'max_bars_hold': 66}"
167,CAPITULATION,1.18,80.06,47.75,64.296,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.06051525403812936, 'b_upper': 0.9795377038715164, 'b_trigger_l': 0.14692175782912847, 'b_trigger_s': 0.8880486350771001, 'vol_mult': 2.282549562408601, 'atr_mult': 2.3908785509620323, 'sl_atr': 2.5, 'tp_atr': 0.9, 'max_bars_hold': 61}"
168,CAPITULATION,74.66,96.43,21.948,253.571,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.014975630475677364, 'b_upper': 0.9747073784248841, 'b_trigger_l': 0.11210032693244783, 'b_trigger_s': 0.8861439485456575, 'vol_mult': 2.644610585303214, 'atr_mult': 2.455234984333034, 'sl_atr': 2.2, 'tp_atr': 0.5, 'max_bars_hold': 70}"
169,CAPITULATION,100.22,81.29,33.486,340.275,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.015177479872523214, 'b_upper': 0.9690179509320846, 'b_trigger_l': 0.11070167249559808, 'b_trigger_s': 0.886235414894616, 'vol_mult': 1.4523144912414798, 'atr_mult': 2.46574031254625, 'sl_atr': 2.0, 'tp_atr': 0.5, 'max_bars_hold': 75}"
170,CAPITULATION,98.26,78.9,7.318,307.988,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.015451773601410231, 'b_upper': 0.9713673161730271, 'b_trigger_l': 0.11090761825287475, 'b_trigger_s': 0.893680082700302, 'vol_mult': 1.4009977999730439, 'atr_mult': 2.473053415358777, 'sl_atr': 1.7, 'tp_atr': 0.5, 'max_bars_hold': 77}"
171,CAPITULATION,98.66,78.42,7.318,309.14,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.015520416363265715, 'b_upper': 0.9703646707822758, 'b_trigger_l': 0.11144659938293007, 'b_trigger_s': 0.8838504167894363, 'vol_mult': 1.2462693153761706, 'atr_mult': 2.471083016834265, 'sl_atr': 1.7, 'tp_atr': 0.5, 'max_bars_hold': 77}"
172,CAPITULATION,25.43,79.98,9.669,91.957,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.015355150394739949, 'b_upper': 0.9703940944906868, 'b_trigger_l': 0.11102592020199675, 'b_trigger_s': 0.8925727432382079, 'vol_mult': 1.3106776211523548, 'atr_mult': 2.4683922683240707, 'sl_atr': 1.7, 'tp_atr': 0.6, 'max_bars_hold': 76}"
173,CAPITULATION,0.79,75.12,8.419,16.301,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.01753057263768401, 'b_upper': 0.9676574159194855, 'b_trigger_l': 0.10027238723895042, 'b_trigger_s': 0.8970785475307428, 'vol_mult': 1.1160611914020753, 'atr_mult': 2.4230716554455283, 'sl_atr': 1.5, 'tp_atr': 0.5, 'max_bars_hold': 82}"
174,CAPITULATION,1.64,78.64,44.474,55.258,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.011909653744051195, 'b_upper': 0.973554754072451, 'b_trigger_l': 0.11470099138053638, 'b_trigger_s': 0.8897817032872553, 'vol_mult': 1.2257559765698391, 'atr_mult': 2.4844123170250194, 'sl_atr': 2.0, 'tp_atr': 0.8, 'max_bars_hold': 78}"
175,CAPITULATION,1.91,83.61,5.204,17.295,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.015249313225625852, 'b_upper': 0.972262961084921, 'b_trigger_l': 0.11255945547135539, 'b_trigger_s': 0.8878300705226512, 'vol_mult': 1.5469863909007469, 'atr_mult': 2.36918219432471, 'sl_atr': 1.9, 'tp_atr': 0.7, 'max_bars_hold': 75}"
176,CAPITULATION,0.76,76.84,8.88,16.844,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.012867971552793388, 'b_upper': 0.9746712714422864, 'b_trigger_l': 0.10933022836283422, 'b_trigger_s': 0.8866061890791769, 'vol_mult': 1.3554467800019045, 'atr_mult': 2.437828859376435, 'sl_atr': 1.7, 'tp_atr': 0.5, 'max_bars_hold': 77}"
177,CAPITULATION,25.99,76.98,-0.686,82.982,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.01072293243313796, 'b_upper': 0.9663041874319499, 'b_trigger_l': 0.14037027589406578, 'b_trigger_s': 0.8845940912469772, 'vol_mult': 1.4418863843351575, 'atr_mult': 2.520654464421797, 'sl_atr': 1.6, 'tp_atr': 1.0, 'max_bars_hold': 80}"
178,CAPITULATION,1.68,79.83,50.166,61.189,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.01787501995478267, 'b_upper': 0.9715379726924176, 'b_trigger_l': 0.10371219470086482, 'b_trigger_s': 0.8780470548189855, 'vol_mult': 1.72042899174911, 'atr_mult': 2.484679751426089, 'sl_atr': 2.1, 'tp_atr': 0.8, 'max_bars_hold': 71}"
180,CAPITULATION,1.55,76.55,15.296,25.601,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.01435072690193133, 'b_upper': 0.964049011123345, 'b_trigger_l': 0.13588150306843808, 'b_trigger_s': 0.8953592836388221, 'vol_mult': 1.228568778459182, 'atr_mult': 2.3046354803521956, 'sl_atr': 2.0, 'tp_atr': 1.1, 'max_bars_hold': 82}"
181,CAPITULATION,2.03,80.99,40.506,52.695,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.016314767678355248, 'b_upper': 0.9744783439967966, 'b_trigger_l': 0.11660407571110236, 'b_trigger_s': 0.882330195943814, 'vol_mult': 1.370593323905004, 'atr_mult': 2.404207349253943, 'sl_atr': 2.2, 'tp_atr': 0.7, 'max_bars_hold': 74}"
182,CAPITULATION,34.96,91.72,41.987,154.039,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.008078378169561674, 'b_upper': 0.9691290076466083, 'b_trigger_l': 0.11037389635020545, 'b_trigger_s': 0.8843419075743898, 'vol_mult': 1.4792751681903142, 'atr_mult': 2.513220137550513, 'sl_atr': 2.3, 'tp_atr': 0.6, 'max_bars_hold': 69}"
183,CAPITULATION,1.72,78.3,9.274,20.264,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.01934376038542589, 'b_upper': 0.9782297992637703, 'b_trigger_l': 0.1187870518709866, 'b_trigger_s': 0.8740731009074046, 'vol_mult': 1.177967232697602, 'atr_mult': 2.4522681769142087, 'sl_atr': 2.2, 'tp_atr': 0.9, 'max_bars_hold': 71}"
184,CAPITULATION,1.54,80.91,41.676,52.387,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.05649078194096401, 'b_upper': 0.9809357647161748, 'b_trigger_l': 0.14413969821690517, 'b_trigger_s': 0.8783223846568462, 'vol_mult': 1.3103087247810892, 'atr_mult': 2.3606830338485127, 'sl_atr': 2.4, 'tp_atr': 0.8, 'max_bars_hold': 72}"
185,CAPITULATION,50.32,92.66,512.528,670.754,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.06408936018326264, 'b_upper': 0.9611468234098606, 'b_trigger_l': 0.07981217400776566, 'b_trigger_s': 0.8902190776639477, 'vol_mult': 2.64685468906166, 'atr_mult': 2.5392919828052705, 'sl_atr': 2.0, 'tp_atr': 0.5, 'max_bars_hold': 75}"
186,CAPITULATION,50.33,92.66,225.862,384.118,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.06440642446474557, 'b_upper': 0.9616742666426292, 'b_trigger_l': 0.0755317099600722, 'b_trigger_s': 0.8926413482929945, 'vol_mult': 2.6614060730524516, 'atr_mult': 2.5398101124384134, 'sl_atr': 1.9, 'tp_atr': 0.5, 'max_bars_hold': 78}"
187,CAPITULATION,50.31,91.97,12.723,170.85,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.06795508184462365, 'b_upper': 0.9619826825768646, 'b_trigger_l': 0.0738219525334996, 'b_trigger_s': 0.8933123832374066, 'vol_mult': 2.681825637284966, 'atr_mult': 2.491618181699184, 'sl_atr': 1.9, 'tp_atr': 0.5, 'max_bars_hold': 77}"
189,CAPITULATION,49.76,83.34,225.436,381.05,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.06966980619545846, 'b_upper': 0.9603438128717666, 'b_trigger_l': 0.07650405606598158, 'b_trigger_s': 0.89347152297056, 'vol_mult': 2.649933518994258, 'atr_mult': 2.4511449121091724, 'sl_atr': 1.4, 'tp_atr': 0.5, 'max_bars_hold': 77}"
190,CAPITULATION,25.42,80.84,225.436,307.78,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07309108741989385, 'b_upper': 0.9612232828759797, 'b_trigger_l': 0.07402778815106795, 'b_trigger_s': 0.8944731824648829, 'vol_mult': 2.6531586551188364, 'atr_mult': 2.4422900290117138, 'sl_atr': 1.4, 'tp_atr': 0.5, 'max_bars_hold': 82}"
191,CAPITULATION,25.52,79.52,12.128,116.64,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0734113065043585, 'b_upper': 0.9636093176431357, 'b_trigger_l': 0.07498984816733249, 'b_trigger_s': 0.8941348808527821, 'vol_mult': 2.681570163914783, 'atr_mult': 2.4499612242183324, 'sl_atr': 1.1, 'tp_atr': 0.5, 'max_bars_hold': 82}"
192,CAPITULATION,1.38,71.95,342.158,351.493,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.06958879273835644, 'b_upper': 0.9614635622680934, 'b_trigger_l': 0.07497413004250096, 'b_trigger_s': 0.8981507378519193, 'vol_mult': 2.656267703302031, 'atr_mult': 2.420070574563337, 'sl_atr': 1.1, 'tp_atr': 0.7, 'max_bars_hold': 78}"
193,CAPITULATION,25.61,81.95,341.382,424.407,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0677475226514637, 'b_upper': 0.9587455738440848, 'b_trigger_l': 0.07681337883031614, 'b_trigger_s': 0.8985911051390665, 'vol_mult': 2.645123487727921, 'atr_mult': 2.4081584163070717, 'sl_atr': 1.5, 'tp_atr': 0.7, 'max_bars_hold': 85}"
194,CAPITULATION,25.5,77.75,341.488,423.763,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.06862653589504134, 'b_upper': 0.9616682321142017, 'b_trigger_l': 0.07422256588492628, 'b_trigger_s': 0.9013170906692526, 'vol_mult': 2.649692145159455, 'atr_mult': 2.41200689918789, 'sl_atr': 1.3, 'tp_atr': 0.7, 'max_bars_hold': 84}"
195,CAPITULATION,25.56,78.45,341.488,424.013,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.06781444229659826, 'b_upper': 0.9611313873343151, 'b_trigger_l': 0.07582395275723214, 'b_trigger_s': 0.8996615798376683, 'vol_mult': 2.645154640960688, 'atr_mult': 2.4028330504703233, 'sl_atr': 1.3, 'tp_atr': 0.7, 'max_bars_hold': 85}"
196,CAPITULATION,25.57,78.72,341.488,424.07,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.069457247496484, 'b_upper': 0.9616618431550574, 'b_trigger_l': 0.07414332331773066, 'b_trigger_s': 0.8987619438530928, 'vol_mult': 2.644161642360232, 'atr_mult': 2.3931092928752227, 'sl_atr': 1.3, 'tp_atr': 0.7, 'max_bars_hold': 87}"
197,CAPITULATION,1.38,72.47,342.158,351.545,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.06937716508919654, 'b_upper': 0.9630725747477926, 'b_trigger_l': 0.0749188033089781, 'b_trigger_s': 0.8993723509898022, 'vol_mult': 2.648643620770986, 'atr_mult': 2.3936399895560174, 'sl_atr': 1.1, 'tp_atr': 0.7, 'max_bars_hold': 85}"
198,CAPITULATION,1.21,71.52,13.657,22.439,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07044505746950101, 'b_upper': 0.9600692058129079, 'b_trigger_l': 0.08182088067449621, 'b_trigger_s': 0.9009460546601413, 'vol_mult': 2.653299082473373, 'atr_mult': 2.394334637943739, 'sl_atr': 1.1, 'tp_atr': 0.7, 'max_bars_hold': 87}"
199,CAPITULATION,1.83,75.31,457.822,468.843,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07367632824126086, 'b_upper': 0.9620416484045617, 'b_trigger_l': 0.06697360452029884, 'b_trigger_s': 0.8980291113002714, 'vol_mult': 2.6257557994578575, 'atr_mult': 2.3541178809235555, 'sl_atr': 1.4, 'tp_atr': 0.9, 'max_bars_hold': 86}"
201,CAPITULATION,1.46,78.57,32.121,42.358,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07364427818043998, 'b_upper': 0.9621639903166653, 'b_trigger_l': 0.065842647264619, 'b_trigger_s': 0.896782737945953, 'vol_mult': 2.6306996874734025, 'atr_mult': 2.328059075883496, 'sl_atr': 1.4, 'tp_atr': 0.7, 'max_bars_hold': 90}"
