Trial,Strategy,PF,WR,Sharpe,Score,Params
180,CAPITULATION,28.22,70.0,1.21,90.87,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0954598011006509, 'b_upper': 0.9652769764972894, 'b_trigger_l': 0.17540246069808574, 'b_trigger_s': 0.8055718519953924, 'vol_mult': 2.628845469678682, 'atr_mult': 2.9998805053232203, 'sl_atr': 2.0, 'tp_atr': 4.1, 'max_bars_hold': 90}"
181,CAPITULATION,2.13,63.4,1.463,12.193,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09262930821406247, 'b_upper': 0.9586770947117754, 'b_trigger_l': 0.053240830654429014, 'b_trigger_s': 0.8283382893252673, 'vol_mult': 2.727090099720354, 'atr_mult': 2.870699791752202, 'sl_atr': 3.5, 'tp_atr': 4.4, 'max_bars_hold': 86}"
182,CAPITULATION,26.08,75.73,150.474,234.287,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0046213120960972714, 'b_upper': 0.9756942000442682, 'b_trigger_l': 0.18926856645622261, 'b_trigger_s': 0.8323782016699272, 'vol_mult': 2.6000483317404806, 'atr_mult': 2.933112460130025, 'sl_atr': 5.8, 'tp_atr': 4.5, 'max_bars_hold': 86}"
183,CAPITULATION,25.87,54.46,0.728,81.784,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.04981559563500112, 'b_upper': 0.97542062229474, 'b_trigger_l': 0.19657798468398, 'b_trigger_s': 0.8333797763560273, 'vol_mult': 2.588945341156631, 'atr_mult': 2.9371214137773953, 'sl_atr': 1.0, 'tp_atr': 4.6, 'max_bars_hold': 83}"
184,CAPITULATION,25.78,68.23,142.799,224.962,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.02595259328121056, 'b_upper': 0.9677477202423579, 'b_trigger_l': 0.18873579296144874, 'b_trigger_s': 0.8380432215241472, 'vol_mult': 2.542067265137442, 'atr_mult': 2.9663226927057305, 'sl_atr': 5.8, 'tp_atr': 4.3, 'max_bars_hold': 87}"
185,CAPITULATION,26.0,72.29,150.676,233.905,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.002631461015419459, 'b_upper': 0.9188372905347421, 'b_trigger_l': 0.18178133644148503, 'b_trigger_s': 0.8282530120137083, 'vol_mult': 2.652466328563869, 'atr_mult': 2.9306563251277717, 'sl_atr': 5.7, 'tp_atr': 4.5, 'max_bars_hold': 92}"
186,CAPITULATION,2.49,33.65,0.903,9.738,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.004509976210009734, 'b_upper': 0.9107767587278047, 'b_trigger_l': 0.18202745474158677, 'b_trigger_s': 0.8203274870573128, 'vol_mult': 2.652703481665951, 'atr_mult': 2.9003234195031813, 'sl_atr': 0.7, 'tp_atr': 4.6, 'max_bars_hold': 92}"
188,CAPITULATION,1.07,52.28,139.357,145.795,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08251874408664737, 'b_upper': 0.9728446727410641, 'b_trigger_l': 0.18599493591395963, 'b_trigger_s': 0.8264742789670315, 'vol_mult': 2.58628485903609, 'atr_mult': 2.4599491256552586, 'sl_atr': 5.6, 'tp_atr': 4.2, 'max_bars_hold': 93}"
189,CAPITULATION,2.34,63.58,150.307,161.685,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.016527952998792707, 'b_upper': 0.935191863575024, 'b_trigger_l': 0.17999741371063363, 'b_trigger_s': 0.856958033801803, 'vol_mult': 2.619052235690354, 'atr_mult': 2.8100866337615447, 'sl_atr': 5.7, 'tp_atr': 4.5, 'max_bars_hold': 91}"
190,CAPITULATION,25.75,67.41,2.78,84.771,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.00021915820879000753, 'b_upper': 0.970143903293639, 'b_trigger_l': 0.16821143276036632, 'b_trigger_s': 0.828287804266315, 'vol_mult': 2.5525837673038465, 'atr_mult': 2.926574104220947, 'sl_atr': 5.5, 'tp_atr': 4.7, 'max_bars_hold': 88}"
191,CAPITULATION,25.97,73.33,146.549,229.792,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0099322532671842, 'b_upper': 0.9630736979299788, 'b_trigger_l': 0.19131339051652704, 'b_trigger_s': 0.8331780651263695, 'vol_mult': 2.678280827943153, 'atr_mult': 2.964896078722323, 'sl_atr': 5.8, 'tp_atr': 4.4, 'max_bars_hold': 85}"
192,CAPITULATION,29.38,72.5,150.769,244.159,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0056704343871093466, 'b_upper': 0.9664494018172296, 'b_trigger_l': 0.18477733676377395, 'b_trigger_s': 0.8359259117532567, 'vol_mult': 2.6722386958448126, 'atr_mult': 2.9968443878273368, 'sl_atr': 5.8, 'tp_atr': 4.5, 'max_bars_hold': 84}"
193,CAPITULATION,29.24,72.5,139.844,232.814,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.00837890929951381, 'b_upper': 0.9257305550518105, 'b_trigger_l': 0.1840640768215721, 'b_trigger_s': 0.8356851836723115, 'vol_mult': 2.6812772631415105, 'atr_mult': 2.9996859316452986, 'sl_atr': 5.8, 'tp_atr': 4.2, 'max_bars_hold': 84}"
194,CAPITULATION,29.55,73.33,132.495,226.478,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.00887609876800299, 'b_upper': 0.9223176990807096, 'b_trigger_l': 0.18410054900009998, 'b_trigger_s': 0.8368280612555807, 'vol_mult': 2.6873163508952884, 'atr_mult': 2.9983499153208117, 'sl_atr': 5.8, 'tp_atr': 4.0, 'max_bars_hold': 83}"
195,CAPITULATION,25.98,68.0,3.081,85.821,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.00872568152306261, 'b_upper': 0.9197136397210648, 'b_trigger_l': 0.1924791759575487, 'b_trigger_s': 0.839852782754355, 'vol_mult': 1.692765955615036, 'atr_mult': 2.9997598406389523, 'sl_atr': 5.6, 'tp_atr': 4.2, 'max_bars_hold': 84}"
196,CAPITULATION,25.91,70.0,3.21,85.94,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.004111088331800025, 'b_upper': 0.924775076374025, 'b_trigger_l': 0.1882132321725088, 'b_trigger_s': 0.8347422064983506, 'vol_mult': 2.7056570981689303, 'atr_mult': 2.9622458537387444, 'sl_atr': 5.8, 'tp_atr': 4.6, 'max_bars_hold': 85}"
197,CAPITULATION,25.89,70.62,150.568,233.3,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.007686110400063247, 'b_upper': 0.9109449707900724, 'b_trigger_l': 0.19449228305235783, 'b_trigger_s': 0.8429263067463423, 'vol_mult': 2.641317291353311, 'atr_mult': 2.9240972907585334, 'sl_atr': 5.7, 'tp_atr': 4.5, 'max_bars_hold': 95}"
198,RSI_ADX_CHOP,0.86,57.13,-0.277,6.016,"{'strategy_type': 'RSI_ADX_CHOP', 'adx_min': 12.301082335318895, 'adx_max': 27.067978105970013, 'chop_max': 61.18907429476138, 'rsi_os': 23.1110159956693, 'rsi_ob': 79.27662385317015, 'sl_atr': 5.2, 'tp_atr': 4.8, 'max_bars_hold': 95}"
199,CAPITULATION,7.16,63.05,4.696,30.481,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.012605312930002492, 'b_upper': 0.902520684846193, 'b_trigger_l': 0.19426315929659443, 'b_trigger_s': 0.8435557038260227, 'vol_mult': 2.076822184875698, 'atr_mult': 2.928991722151608, 'sl_atr': 5.4, 'tp_atr': 4.5, 'max_bars_hold': 98}"
200,CAPITULATION,2.16,62.85,1.471,12.236,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0024754183228232083, 'b_upper': 0.9137400594164371, 'b_trigger_l': 0.07652999314051628, 'b_trigger_s': 0.8489119263897672, 'vol_mult': 2.66349019009745, 'atr_mult': 2.965512111728701, 'sl_atr': 5.6, 'tp_atr': 3.9, 'max_bars_hold': 82}"
201,CAPITULATION,25.9,75.62,143.234,226.496,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.012537499198148543, 'b_upper': 0.9105048168787063, 'b_trigger_l': 0.1911046704561409, 'b_trigger_s': 0.8359282443872864, 'vol_mult': 2.6379021186817706, 'atr_mult': 2.9116035354733807, 'sl_atr': 5.7, 'tp_atr': 4.3, 'max_bars_hold': 94}"
202,CAPITULATION,26.26,75.62,150.687,235.029,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.008444252914167371, 'b_upper': 0.916346348460935, 'b_trigger_l': 0.19698049099112136, 'b_trigger_s': 0.8397449605971895, 'vol_mult': 2.719610648584197, 'atr_mult': 2.935440260356425, 'sl_atr': 5.8, 'tp_atr': 4.5, 'max_bars_hold': 90}"
203,CAPITULATION,25.84,73.75,2.23,85.125,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.00670378854729221, 'b_upper': 0.9168788905671061, 'b_trigger_l': 0.19592820770640518, 'b_trigger_s': 0.8400249890674064, 'vol_mult': 2.751004913117568, 'atr_mult': 2.961037135225055, 'sl_atr': 5.8, 'tp_atr': 4.7, 'max_bars_hold': 90}"
204,CAPITULATION,50.06,78.33,139.898,295.911,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.013019480993991507, 'b_upper': 0.9107738907124869, 'b_trigger_l': 0.19691335943229485, 'b_trigger_s': 0.8427931739623952, 'vol_mult': 2.7111607168194674, 'atr_mult': 2.9995233756388147, 'sl_atr': 5.9, 'tp_atr': 4.2, 'max_bars_hold': 85}"
205,CAPITULATION,3.97,32.55,152.276,165.441,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.006006972556108062, 'b_upper': 0.9156954757254425, 'b_trigger_l': 0.1979459707678195, 'b_trigger_s': 0.8456297177768798, 'vol_mult': 2.722018761795698, 'atr_mult': 2.918877547201136, 'sl_atr': 0.5, 'tp_atr': 4.1, 'max_bars_hold': 67}"
207,CAPITULATION,50.19,80.0,140.413,296.983,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0025420837774170557, 'b_upper': 0.9123950228281361, 'b_trigger_l': 0.19935288409854798, 'b_trigger_s': 0.838890720984532, 'vol_mult': 2.748662160921401, 'atr_mult': 2.9929141741538787, 'sl_atr': 5.6, 'tp_atr': 4.2, 'max_bars_hold': 91}"
208,CAPITULATION,50.19,80.0,1.824,158.394,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0012690837672290171, 'b_upper': 0.9091289922705369, 'b_trigger_l': 0.19837601961331752, 'b_trigger_s': 0.8419629249412146, 'vol_mult': 2.8444176958142715, 'atr_mult': 2.9945347289397333, 'sl_atr': 5.5, 'tp_atr': 4.2, 'max_bars_hold': 91}"
209,CAPITULATION,25.9,74.93,132.358,215.551,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.006003364885608328, 'b_upper': 0.9129470604541532, 'b_trigger_l': 0.19985600014654273, 'b_trigger_s': 0.8529807898397598, 'vol_mult': 2.728483793152725, 'atr_mult': 2.9327899305827665, 'sl_atr': 5.9, 'tp_atr': 4.0, 'max_bars_hold': 92}"
210,CAPITULATION,25.72,67.5,139.414,221.324,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.003015111177659645, 'b_upper': 0.9097735537580544, 'b_trigger_l': 0.1945146078680094, 'b_trigger_s': 0.8443231794410805, 'vol_mult': 2.7477035097032663, 'atr_mult': 2.885264699927783, 'sl_atr': 5.6, 'tp_atr': 4.2, 'max_bars_hold': 97}"
211,CAPITULATION,26.0,75.62,2.944,86.506,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.007921123603486008, 'b_upper': 0.9072650686934012, 'b_trigger_l': 0.19700949118991726, 'b_trigger_s': 0.8383516554884143, 'vol_mult': 2.684675721379982, 'atr_mult': 2.9699443916270254, 'sl_atr': 5.7, 'tp_atr': 4.6, 'max_bars_hold': 88}"
212,CAPITULATION,26.31,77.29,143.676,228.335,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.013904791877416315, 'b_upper': 0.9169034417689093, 'b_trigger_l': 0.1929930828829539, 'b_trigger_s': 0.8369278690463469, 'vol_mult': 2.6047772170787233, 'atr_mult': 2.929771166282134, 'sl_atr': 5.8, 'tp_atr': 4.3, 'max_bars_hold': 90}"
213,CAPITULATION,29.21,73.33,150.855,243.818,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0018713976346566444, 'b_upper': 0.9119677418575599, 'b_trigger_l': 0.18384874242027885, 'b_trigger_s': 0.8398712838229445, 'vol_mult': 2.667172866913008, 'atr_mult': 2.9979686918922126, 'sl_atr': 5.6, 'tp_atr': 4.5, 'max_bars_hold': 86}"
214,CAPITULATION,29.7,73.33,3.374,97.807,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.010802992504873172, 'b_upper': 0.9127007293977236, 'b_trigger_l': 0.18439431942448564, 'b_trigger_s': 0.840900623862836, 'vol_mult': 2.6646296558075013, 'atr_mult': 2.9965729982664366, 'sl_atr': 5.5, 'tp_atr': 4.7, 'max_bars_hold': 87}"
215,CAPITULATION,26.11,75.62,150.804,234.696,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0021814998807567817, 'b_upper': 0.9066123064681252, 'b_trigger_l': 0.19014837924380049, 'b_trigger_s': 0.8454047688336463, 'vol_mult': 2.7206081673979874, 'atr_mult': 2.9397138839901005, 'sl_atr': 5.4, 'tp_atr': 4.5, 'max_bars_hold': 89}"
216,CAPITULATION,25.71,67.5,2.592,84.472,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.001394949241033402, 'b_upper': 0.9051597366470375, 'b_trigger_l': 0.19522847575461796, 'b_trigger_s': 0.8460013149768383, 'vol_mult': 2.7649668653294706, 'atr_mult': 2.900757466568935, 'sl_atr': 5.1, 'tp_atr': 5.0, 'max_bars_hold': 95}"
217,CAPITULATION,27.72,72.08,150.595,238.963,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.005876874838747789, 'b_upper': 0.9064341031664719, 'b_trigger_l': 0.18826271090852392, 'b_trigger_s': 0.8498244433756186, 'vol_mult': 2.798719373797986, 'atr_mult': 2.9999924454201845, 'sl_atr': 5.3, 'tp_atr': 4.5, 'max_bars_hold': 56}"
218,CAPITULATION,33.0,68.75,5.77,109.645,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.004729804267851167, 'b_upper': 0.907630267770311, 'b_trigger_l': 0.18715571066007927, 'b_trigger_s': 0.8516768082926739, 'vol_mult': 2.8144119149701425, 'atr_mult': 2.9966742861646427, 'sl_atr': 5.3, 'tp_atr': 4.6, 'max_bars_hold': 40}"
219,CAPITULATION,26.16,71.37,2.805,86.422,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.007036897459950205, 'b_upper': 0.9049767451625395, 'b_trigger_l': 0.18864184620340613, 'b_trigger_s': 0.8490051171112326, 'vol_mult': 2.7145540345640597, 'atr_mult': 2.9378081125625464, 'sl_atr': 5.1, 'tp_atr': 4.8, 'max_bars_hold': 91}"
220,CAPITULATION,25.75,70.0,0.935,83.185,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0026072401179235622, 'b_upper': 0.9117516137174111, 'b_trigger_l': 0.1829437470995685, 'b_trigger_s': 0.8430089941934255, 'vol_mult': 2.849260297682205, 'atr_mult': 2.941728084138899, 'sl_atr': 5.4, 'tp_atr': 4.5, 'max_bars_hold': 94}"
221,CAPITULATION,25.49,58.23,2.129,82.422,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.00016317273997202945, 'b_upper': 0.9027378430057131, 'b_trigger_l': 0.17781413615233088, 'b_trigger_s': 0.8385009501727576, 'vol_mult': 2.7526572384878194, 'atr_mult': 2.868806933546346, 'sl_atr': 5.3, 'tp_atr': 4.3, 'max_bars_hold': 33}"
222,CAPITULATION,25.87,73.75,150.519,233.504,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.005452058235811312, 'b_upper': 0.9186338213677948, 'b_trigger_l': 0.19995464889145695, 'b_trigger_s': 0.8432197829124112, 'vol_mult': 2.800455041114802, 'atr_mult': 2.9194278798266855, 'sl_atr': 5.6, 'tp_atr': 4.5, 'max_bars_hold': 89}"
223,CAPITULATION,25.9,73.75,3.064,86.139,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0054024669402451975, 'b_upper': 0.9154595185022637, 'b_trigger_l': 0.19999327655871255, 'b_trigger_s': 0.8467551934506162, 'vol_mult': 2.7849963193894167, 'atr_mult': 2.9544137198301224, 'sl_atr': 5.4, 'tp_atr': 4.6, 'max_bars_hold': 89}"
224,CAPITULATION,50.13,79.28,140.623,296.941,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0022906291816849446, 'b_upper': 0.9206410741962415, 'b_trigger_l': 0.19682073030417363, 'b_trigger_s': 0.8428223375255994, 'vol_mult': 2.8086509942353723, 'atr_mult': 2.9979659201358717, 'sl_atr': 5.2, 'tp_atr': 4.2, 'max_bars_hold': 92}"
225,CAPITULATION,50.13,79.28,1.899,158.217,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0039027526938175848, 'b_upper': 0.9219222232507127, 'b_trigger_l': 0.1967747845511156, 'b_trigger_s': 0.8442238777884445, 'vol_mult': 2.896814960319835, 'atr_mult': 2.9982264169453154, 'sl_atr': 5.0, 'tp_atr': 4.1, 'max_bars_hold': 92}"
226,CAPITULATION,50.08,79.28,140.754,296.922,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.007456664431846234, 'b_upper': 0.9205866197285462, 'b_trigger_l': 0.1934383675328964, 'b_trigger_s': 0.8419996045505279, 'vol_mult': 2.8152332775473985, 'atr_mult': 2.99754457370421, 'sl_atr': 5.2, 'tp_atr': 4.2, 'max_bars_hold': 93}"
227,CAPITULATION,25.65,72.08,150.276,232.434,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0021784128035450324, 'b_upper': 0.9196621559563791, 'b_trigger_l': 0.19544236378784105, 'b_trigger_s': 0.8418198959902201, 'vol_mult': 2.8205121157605078, 'atr_mult': 2.956114505373947, 'sl_atr': 5.2, 'tp_atr': 4.5, 'max_bars_hold': 57}"
229,CAPITULATION,25.75,68.12,0.86,82.922,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.005710719956202417, 'b_upper': 0.9073746298011096, 'b_trigger_l': 0.19244467574297622, 'b_trigger_s': 0.8477448034215179, 'vol_mult': 2.846473926107585, 'atr_mult': 2.9272496677568567, 'sl_atr': 5.2, 'tp_atr': 4.3, 'max_bars_hold': 95}"
230,CAPITULATION,25.96,71.98,124.84,207.918,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.003328461478988463, 'b_upper': 0.9180044268198998, 'b_trigger_l': 0.19986175156827424, 'b_trigger_s': 0.8433587081464502, 'vol_mult': 2.8111682639104685, 'atr_mult': 2.851147035003187, 'sl_atr': 5.4, 'tp_atr': 3.8, 'max_bars_hold': 91}"
231,CAPITULATION,50.11,78.46,140.422,296.598,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.008381913021334762, 'b_upper': 0.9246131251863472, 'b_trigger_l': 0.19048488109443384, 'b_trigger_s': 0.8396363191468645, 'vol_mult': 2.770023872971105, 'atr_mult': 2.9995374055866533, 'sl_atr': 5.2, 'tp_atr': 4.2, 'max_bars_hold': 90}"
232,CAPITULATION,25.93,73.75,136.054,219.219,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.007443801665224118, 'b_upper': 0.9209292340619271, 'b_trigger_l': 0.19357279634644275, 'b_trigger_s': 0.839097626458594, 'vol_mult': 2.7705796476600955, 'atr_mult': 2.9682819376363314, 'sl_atr': 5.2, 'tp_atr': 4.1, 'max_bars_hold': 90}"
233,CAPITULATION,25.82,73.75,0.978,83.813,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.010108268585150806, 'b_upper': 0.9145408885945624, 'b_trigger_l': 0.19064203103645114, 'b_trigger_s': 0.8405663138825826, 'vol_mult': 2.870213792609165, 'atr_mult': 2.961664679030521, 'sl_atr': 5.1, 'tp_atr': 4.5, 'max_bars_hold': 93}"
234,CAPITULATION,0.78,46.87,1.773,6.8,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.004113302100802998, 'b_upper': 0.9234982409795067, 'b_trigger_l': 0.19702667322281914, 'b_trigger_s': 0.8450137864462566, 'vol_mult': 2.7909550808141095, 'atr_mult': 2.2346400144871326, 'sl_atr': 5.3, 'tp_atr': 4.3, 'max_bars_hold': 89}"
235,CAPITULATION,30.16,72.29,133.406,229.115,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.017773565630474976, 'b_upper': 0.9186101840872876, 'b_trigger_l': 0.1895976598509183, 'b_trigger_s': 0.84922809716159, 'vol_mult': 2.7283799503718518, 'atr_mult': 2.9993726358465285, 'sl_atr': 5.3, 'tp_atr': 4.0, 'max_bars_hold': 97}"
236,CAPITULATION,25.87,73.75,139.632,222.617,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.006456815563824539, 'b_upper': 0.9087756747183462, 'b_trigger_l': 0.19424267969942088, 'b_trigger_s': 0.8420156902230153, 'vol_mult': 2.752011158732478, 'atr_mult': 2.916470154091788, 'sl_atr': 5.5, 'tp_atr': 4.2, 'max_bars_hold': 92}"
237,CAPITULATION,26.21,75.62,150.865,235.057,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0013573293066824494, 'b_upper': 0.9123914702129368, 'b_trigger_l': 0.19242779400019183, 'b_trigger_s': 0.8385412865853077, 'vol_mult': 2.7108475002437635, 'atr_mult': 2.9441008505563753, 'sl_atr': 5.2, 'tp_atr': 4.5, 'max_bars_hold': 91}"
239,CAPITULATION,26.19,73.68,143.577,227.515,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0019691669441962373, 'b_upper': 0.9151149014545105, 'b_trigger_l': 0.19304121116839473, 'b_trigger_s': 0.8565369706438085, 'vol_mult': 2.7133045159659064, 'atr_mult': 2.890994262066457, 'sl_atr': 5.1, 'tp_atr': 4.3, 'max_bars_hold': 91}"
241,CAPITULATION,26.12,75.62,150.89,234.812,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.004812369587093824, 'b_upper': 0.9175039582576049, 'b_trigger_l': 0.19008207738317742, 'b_trigger_s': 0.8400448921186343, 'vol_mult': 2.7044364420565827, 'atr_mult': 2.9453297209076936, 'sl_atr': 5.2, 'tp_atr': 4.5, 'max_bars_hold': 89}"
242,CAPITULATION,25.83,70.0,147.062,229.552,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.004532068497484535, 'b_upper': 0.9166452729545168, 'b_trigger_l': 0.18638972613652216, 'b_trigger_s': 0.8399121668647618, 'vol_mult': 2.7588342147446516, 'atr_mult': 2.942575639006936, 'sl_atr': 5.1, 'tp_atr': 4.4, 'max_bars_hold': 89}"
243,CAPITULATION,26.13,75.62,150.88,234.832,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0033536689111025716, 'b_upper': 0.9191384761581082, 'b_trigger_l': 0.19042152401525234, 'b_trigger_s': 0.8459914002714453, 'vol_mult': 2.7093631006208656, 'atr_mult': 2.934225643778439, 'sl_atr': 5.2, 'tp_atr': 4.5, 'max_bars_hold': 92}"
244,CAPITULATION,26.07,72.29,2.914,86.353,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0023296690844371443, 'b_upper': 0.9203361898953527, 'b_trigger_l': 0.18882616856209694, 'b_trigger_s': 0.8455345628492182, 'vol_mult': 2.7204953319438627, 'atr_mult': 2.956372970154223, 'sl_atr': 5.0, 'tp_atr': 4.6, 'max_bars_hold': 92}"
245,CAPITULATION,50.13,79.28,140.57,296.888,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0037319001352464024, 'b_upper': 0.9178219068126451, 'b_trigger_l': 0.190783583884743, 'b_trigger_s': 0.836475132468644, 'vol_mult': 2.791283067284084, 'atr_mult': 2.9969028812167124, 'sl_atr': 5.2, 'tp_atr': 4.2, 'max_bars_hold': 90}"
246,CAPITULATION,50.25,80.0,1.77,158.52,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.004630770241662621, 'b_upper': 0.9268907240157153, 'b_trigger_l': 0.19156379893167202, 'b_trigger_s': 0.8519011997643734, 'vol_mult': 2.872405703373117, 'atr_mult': 2.9947651805458317, 'sl_atr': 5.2, 'tp_atr': 4.1, 'max_bars_hold': 89}"
247,CAPITULATION,25.63,68.33,142.854,224.577,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0028719010256996694, 'b_upper': 0.9178918244833458, 'b_trigger_l': 0.18870568620765338, 'b_trigger_s': 0.8395648454483591, 'vol_mult': 2.7945776880291238, 'atr_mult': 2.960648123608374, 'sl_atr': 5.2, 'tp_atr': 4.3, 'max_bars_hold': 72}"
248,CAPITULATION,25.73,66.56,128.448,210.294,"{'strategy_type': 'CAPITULATION', 'b_lower': 8.76959120299425e-05, 'b_upper': 0.9145065812568511, 'b_trigger_l': 0.19576595710410843, 'b_trigger_s': 0.8469577031790052, 'vol_mult': 2.833284953222457, 'atr_mult': 2.921564854976975, 'sl_atr': 4.9, 'tp_atr': 3.9, 'max_bars_hold': 64}"
249,CAPITULATION,50.08,79.28,1.398,157.566,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.005381135405987191, 'b_upper': 0.9187692309298241, 'b_trigger_l': 0.1913640703027212, 'b_trigger_s': 0.8337006120435785, 'vol_mult': 2.913888156557432, 'atr_mult': 2.9985101012205666, 'sl_atr': 5.1, 'tp_atr': 4.2, 'max_bars_hold': 88}"
251,CAPITULATION,26.32,75.46,2.55,87.056,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.010100407347179707, 'b_upper': 0.9222360736784143, 'b_trigger_l': 0.1978705766807947, 'b_trigger_s': 0.9163932899086012, 'vol_mult': 2.6932046291758445, 'atr_mult': 2.89201726311699, 'sl_atr': 5.2, 'tp_atr': 4.7, 'max_bars_hold': 90}"
252,CAPITULATION,25.99,68.68,136.682,219.52,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.003122337043321409, 'b_upper': 0.9169122531017116, 'b_trigger_l': 0.18685675854879244, 'b_trigger_s': 0.9299064414804376, 'vol_mult': 2.7737554507281565, 'atr_mult': 2.960971646391988, 'sl_atr': 5.0, 'tp_atr': 4.1, 'max_bars_hold': 93}"
253,CAPITULATION,25.97,75.62,143.105,226.577,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0019342302144991117, 'b_upper': 0.9131517922296883, 'b_trigger_l': 0.19333616564275757, 'b_trigger_s': 0.8423851013634597, 'vol_mult': 2.7206621089141034, 'atr_mult': 2.9407157391990597, 'sl_atr': 5.4, 'tp_atr': 4.3, 'max_bars_hold': 88}"
254,CAPITULATION,0.8,49.25,1.873,7.198,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0059995910130706456, 'b_upper': 0.919510995426474, 'b_trigger_l': 0.19966604324861367, 'b_trigger_s': 0.8372108388364683, 'vol_mult': 2.8072299375971355, 'atr_mult': 1.8193413028898096, 'sl_atr': 5.5, 'tp_atr': 4.5, 'max_bars_hold': 86}"
255,CAPITULATION,50.08,79.28,147.795,303.963,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.007537601465872309, 'b_upper': 0.9209969202363436, 'b_trigger_l': 0.19044179516153134, 'b_trigger_s': 0.8358076944781788, 'vol_mult': 2.7518946550674896, 'atr_mult': 2.99882324198583, 'sl_atr': 5.3, 'tp_atr': 4.4, 'max_bars_hold': 91}"
256,CAPITULATION,26.11,72.29,132.557,216.116,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.007434932976446908, 'b_upper': 0.9214794543048009, 'b_trigger_l': 0.18619492763898268, 'b_trigger_s': 0.835844078842317, 'vol_mult': 2.690764993344973, 'atr_mult': 2.972933076157241, 'sl_atr': 5.2, 'tp_atr': 4.0, 'max_bars_hold': 91}"
