Trial,Strategy,PF,WR,Sharpe,Score,Params
99,CAPITULATION,26.13,71.23,128.713,212.226,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09663577157109154, 'b_upper': 0.9818634225651925, 'b_trigger_l': 0.18197219151150595, 'b_trigger_s': 0.8745830223084055, 'vol_mult': 2.7128867036122144, 'atr_mult': 2.943530315036138, 'sl_atr': 5.9, 'tp_atr': 3.9, 'max_bars_hold': 89}"
100,CAPITULATION,26.12,72.23,128.688,212.271,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09638313582236548, 'b_upper': 0.9799677258497218, 'b_trigger_l': 0.1862219449911605, 'b_trigger_s': 0.8309251922875796, 'vol_mult': 2.680000557854643, 'atr_mult': 2.9600564173600636, 'sl_atr': 6.0, 'tp_atr': 3.9, 'max_bars_hold': 89}"
101,CAPITULATION,26.12,73.04,132.187,215.851,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09628757876666659, 'b_upper': 0.9804419271003647, 'b_trigger_l': 0.18813387093635925, 'b_trigger_s': 0.834500538345853, 'vol_mult': 2.722795973894494, 'atr_mult': 2.9481017532149814, 'sl_atr': 6.0, 'tp_atr': 4.0, 'max_bars_hold': 89}"
102,CAPITULATION,25.75,69.17,146.297,228.464,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09679048257803663, 'b_upper': 0.9805450746652514, 'b_trigger_l': 0.19025531898009201, 'b_trigger_s': 0.8317985894570668, 'vol_mult': 2.7532040661072785, 'atr_mult': 2.9439801351815986, 'sl_atr': 6.0, 'tp_atr': 4.4, 'max_bars_hold': 86}"
103,CAPITULATION,25.82,67.2,146.137,228.317,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09239321981351171, 'b_upper': 0.9783026256396092, 'b_trigger_l': 0.18949461910186705, 'b_trigger_s': 0.8313588904981113, 'vol_mult': 2.778401721728592, 'atr_mult': 2.8397950356476143, 'sl_atr': 6.0, 'tp_atr': 4.4, 'max_bars_hold': 86}"
105,CAPITULATION,25.78,64.83,146.318,228.141,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09235618019834498, 'b_upper': 0.9707485778942192, 'b_trigger_l': 0.1867837099077089, 'b_trigger_s': 0.8353071105562557, 'vol_mult': 2.7739133852376106, 'atr_mult': 2.83269577386458, 'sl_atr': 5.7, 'tp_atr': 4.4, 'max_bars_hold': 95}"
106,CAPITULATION,25.83,64.83,146.242,228.215,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09247122574048021, 'b_upper': 0.9707014952734616, 'b_trigger_l': 0.178887268327953, 'b_trigger_s': 0.8407841133637388, 'vol_mult': 2.787683007229969, 'atr_mult': 2.8280165208920383, 'sl_atr': 5.8, 'tp_atr': 4.4, 'max_bars_hold': 96}"
107,CAPITULATION,25.9,65.56,0.563,82.819,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08955396288711114, 'b_upper': 0.9742384322774233, 'b_trigger_l': 0.1962523662011101, 'b_trigger_s': 0.8398997874503208, 'vol_mult': 2.8785926053021664, 'atr_mult': 2.832509891416768, 'sl_atr': 5.7, 'tp_atr': 5.3, 'max_bars_hold': 96}"
109,CAPITULATION,26.48,70.84,0.546,85.07,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09268362309117424, 'b_upper': 0.9692353426971826, 'b_trigger_l': 0.19379407343536353, 'b_trigger_s': 0.8424392617166562, 'vol_mult': 2.935946934838164, 'atr_mult': 2.7595069786222672, 'sl_atr': 5.9, 'tp_atr': 4.4, 'max_bars_hold': 94}"
110,CAPITULATION,1.5,57.07,0.059,30.266,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08593484768675398, 'b_upper': 0.9717141005995924, 'b_trigger_l': 0.17836422979202354, 'b_trigger_s': 0.827359745683392, 'vol_mult': 2.865743168007533, 'atr_mult': 2.6363239723594805, 'sl_atr': 5.5, 'tp_atr': 5.0, 'max_bars_hold': 100}"
111,CAPITULATION,26.05,69.9,2.341,85.481,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09208521153452935, 'b_upper': 0.9769199761793488, 'b_trigger_l': 0.19250852565742588, 'b_trigger_s': 0.8338615693438817, 'vol_mult': 2.780194029512225, 'atr_mult': 2.861425910077267, 'sl_atr': 5.8, 'tp_atr': 4.7, 'max_bars_hold': 91}"
112,CAPITULATION,25.65,61.97,139.004,220.151,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09963234702153541, 'b_upper': 0.989336221421979, 'b_trigger_l': 0.1664280789261537, 'b_trigger_s': 0.8450047572135234, 'vol_mult': 2.7957569300465352, 'atr_mult': 2.828835179824833, 'sl_atr': 5.6, 'tp_atr': 4.2, 'max_bars_hold': 96}"
113,CAPITULATION,8.54,53.93,142.588,171.601,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09399724838507482, 'b_upper': 0.9885632055002455, 'b_trigger_l': 0.16591961997243856, 'b_trigger_s': 0.850322976480983, 'vol_mult': 2.8173877848662814, 'atr_mult': 2.8180583919946827, 'sl_atr': 5.6, 'tp_atr': 4.3, 'max_bars_hold': 97}"
114,CAPITULATION,1.93,60.36,2.675,12.501,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0889801764679, 'b_upper': 0.9973823318335877, 'b_trigger_l': 0.18069560633208237, 'b_trigger_s': 0.8455365465162256, 'vol_mult': 2.6463809616133496, 'atr_mult': 2.7336116019838315, 'sl_atr': 5.9, 'tp_atr': 4.8, 'max_bars_hold': 86}"
115,CAPITULATION,25.93,68.23,2.792,85.405,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09103631355452044, 'b_upper': 0.9906346227565099, 'b_trigger_l': 0.1748807955542153, 'b_trigger_s': 0.8406680956792335, 'vol_mult': 2.79138493389287, 'atr_mult': 2.8756394561840795, 'sl_atr': 5.8, 'tp_atr': 4.6, 'max_bars_hold': 94}"
116,CAPITULATION,25.61,65.0,0.321,81.651,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0976998553388151, 'b_upper': 0.9772714014723048, 'b_trigger_l': 0.18992370673117093, 'b_trigger_s': 0.8204953917991485, 'vol_mult': 2.856354137810465, 'atr_mult': 2.878431106432764, 'sl_atr': 5.5, 'tp_atr': 4.3, 'max_bars_hold': 36}"
117,CAPITULATION,26.45,66.61,0.416,84.427,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08324121088390372, 'b_upper': 0.9636877882348077, 'b_trigger_l': 0.16817278945272865, 'b_trigger_s': 0.8505589177054287, 'vol_mult': 2.9631419675195216, 'atr_mult': 2.819439261043997, 'sl_atr': 6.0, 'tp_atr': 4.2, 'max_bars_hold': 96}"
118,CAPITULATION,26.21,69.0,149.836,233.366,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09450482577610422, 'b_upper': 0.9715837759374454, 'b_trigger_l': 0.1838556638246725, 'b_trigger_s': 0.8358722895489694, 'vol_mult': 2.74787565385213, 'atr_mult': 2.6865086582101165, 'sl_atr': 5.3, 'tp_atr': 4.5, 'max_bars_hold': 91}"
120,CAPITULATION,25.84,69.11,2.321,84.752,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0944897421331158, 'b_upper': 0.9715975390717554, 'b_trigger_l': 0.18423469210735383, 'b_trigger_s': 0.8277706080385269, 'vol_mult': 2.7454541441229856, 'atr_mult': 2.7732366685426713, 'sl_atr': 5.1, 'tp_atr': 5.1, 'max_bars_hold': 93}"
121,CAPITULATION,25.86,64.94,1.765,83.839,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0974710163197462, 'b_upper': 0.9626247663902955, 'b_trigger_l': 0.18751086893754798, 'b_trigger_s': 0.8350187940948618, 'vol_mult': 2.7782418709316232, 'atr_mult': 2.7068261382333922, 'sl_atr': 5.6, 'tp_atr': 4.7, 'max_bars_hold': 95}"
122,CAPITULATION,26.03,71.03,146.849,230.042,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08857015671792708, 'b_upper': 0.9924281255135697, 'b_trigger_l': 0.17759061802530735, 'b_trigger_s': 0.8308058675335401, 'vol_mult': 2.5980470056017144, 'atr_mult': 2.890624356733744, 'sl_atr': 5.7, 'tp_atr': 4.4, 'max_bars_hold': 86}"
123,CAPITULATION,26.1,72.42,150.478,234.02,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08760816100878395, 'b_upper': 0.9786428215673469, 'b_trigger_l': 0.17743599730075138, 'b_trigger_s': 0.8381437613150496, 'vol_mult': 2.5973448864414572, 'atr_mult': 2.891843229835094, 'sl_atr': 5.7, 'tp_atr': 4.5, 'max_bars_hold': 88}"
124,CAPITULATION,26.0,73.04,150.512,233.816,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08679570465649633, 'b_upper': 0.9783411426538797, 'b_trigger_l': 0.19656488652965848, 'b_trigger_s': 0.831178239808063, 'vol_mult': 2.509985468159543, 'atr_mult': 2.8902294122648935, 'sl_atr': 5.7, 'tp_atr': 4.5, 'max_bars_hold': 86}"
125,CAPITULATION,26.22,72.23,2.868,86.751,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08535233646519065, 'b_upper': 0.9783637037824958, 'b_trigger_l': 0.19496903957239645, 'b_trigger_s': 0.8317865561526903, 'vol_mult': 2.5003314767490843, 'atr_mult': 2.8592629683881494, 'sl_atr': 5.8, 'tp_atr': 4.9, 'max_bars_hold': 86}"
126,CAPITULATION,25.94,70.84,150.038,232.942,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08825917203295323, 'b_upper': 0.9737098893018813, 'b_trigger_l': 0.19054371039376236, 'b_trigger_s': 0.8296872815060202, 'vol_mult': 2.6395176161914002, 'atr_mult': 2.9690395715541524, 'sl_atr': 6.0, 'tp_atr': 4.5, 'max_bars_hold': 87}"
127,CAPITULATION,1.86,66.37,149.755,159.972,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.025000567283070627, 'b_upper': 0.9739940749013648, 'b_trigger_l': 0.19928402501773185, 'b_trigger_s': 0.8165835933629211, 'vol_mult': 2.562989214693268, 'atr_mult': 2.757802352674246, 'sl_atr': 5.9, 'tp_atr': 4.5, 'max_bars_hold': 79}"
129,CAPITULATION,25.99,72.23,146.485,229.678,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08782594355255297, 'b_upper': 0.9747388295262921, 'b_trigger_l': 0.18091537741814206, 'b_trigger_s': 0.8244482759215246, 'vol_mult': 2.5956616781396677, 'atr_mult': 2.9610337148984525, 'sl_atr': 5.7, 'tp_atr': 4.4, 'max_bars_hold': 87}"
130,CAPITULATION,26.02,74.51,146.524,230.035,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08165724255160751, 'b_upper': 0.9697944917043274, 'b_trigger_l': 0.19061520960659115, 'b_trigger_s': 0.825253511192773, 'vol_mult': 2.59213203312676, 'atr_mult': 2.9670365278748245, 'sl_atr': 5.7, 'tp_atr': 4.4, 'max_bars_hold': 88}"
131,CAPITULATION,26.02,73.04,146.583,229.947,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08116682910127805, 'b_upper': 0.9706827202620112, 'b_trigger_l': 0.17953329950322316, 'b_trigger_s': 0.8251787193614394, 'vol_mult': 2.579273413208554, 'atr_mult': 2.9700278987216593, 'sl_atr': 5.7, 'tp_atr': 4.4, 'max_bars_hold': 85}"
132,CAPITULATION,26.59,68.87,3.178,87.835,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08083617325045482, 'b_upper': 0.9790736166147094, 'b_trigger_l': 0.18107361008761025, 'b_trigger_s': 0.8239392854293275, 'vol_mult': 2.420647044419569, 'atr_mult': 2.992783805774076, 'sl_atr': 5.7, 'tp_atr': 4.6, 'max_bars_hold': 87}"
133,CAPITULATION,26.0,70.73,3.066,86.139,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07496064604210541, 'b_upper': 0.9744371735809314, 'b_trigger_l': 0.1902607163601459, 'b_trigger_s': 0.8261286719207125, 'vol_mult': 2.5877041257513174, 'atr_mult': 2.962374927047367, 'sl_atr': 5.8, 'tp_atr': 4.9, 'max_bars_hold': 85}"
134,CAPITULATION,25.76,67.48,146.218,228.246,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08406828525527721, 'b_upper': 0.9690323756389738, 'b_trigger_l': 0.17809567866086756, 'b_trigger_s': 0.8309264803559644, 'vol_mult': 2.4576489180680747, 'atr_mult': 2.958736364310191, 'sl_atr': 5.9, 'tp_atr': 4.4, 'max_bars_hold': 81}"
135,CAPITULATION,25.72,66.01,7.667,111.428,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08450451256689742, 'b_upper': 0.9676773671115858, 'b_trigger_l': 0.19732995390919827, 'b_trigger_s': 0.8304499651572457, 'vol_mult': 2.465969014408332, 'atr_mult': 2.9659795973871916, 'sl_atr': 6.0, 'tp_atr': 4.8, 'max_bars_hold': 81}"
136,CAPITULATION,25.84,66.67,7.078,89.265,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0876454091122647, 'b_upper': 0.9756849478034383, 'b_trigger_l': 0.18425875673461053, 'b_trigger_s': 0.8181428783705534, 'vol_mult': 2.5306820701373476, 'atr_mult': 2.8961685967280513, 'sl_atr': 5.9, 'tp_atr': 5.1, 'max_bars_hold': 82}"
138,CAPITULATION,25.63,65.35,146.49,227.915,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08254436023446571, 'b_upper': 0.9817688800758363, 'b_trigger_l': 0.19078458191952483, 'b_trigger_s': 0.8222624727762976, 'vol_mult': 2.4069005106947357, 'atr_mult': 2.960157300556694, 'sl_atr': 5.7, 'tp_atr': 4.4, 'max_bars_hold': 79}"
139,CAPITULATION,25.99,69.84,124.882,207.836,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08762916797782876, 'b_upper': 0.973825260102246, 'b_trigger_l': 0.1760062534027514, 'b_trigger_s': 0.8381177448331464, 'vol_mult': 2.628944165116071, 'atr_mult': 2.890729407948907, 'sl_atr': 5.5, 'tp_atr': 3.8, 'max_bars_hold': 88}"
140,CAPITULATION,3.24,52.43,-0.234,12.729,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08401456696299714, 'b_upper': 0.9775963709896826, 'b_trigger_l': 0.17299658897086564, 'b_trigger_s': 0.810411934388274, 'vol_mult': 2.3483283024419266, 'atr_mult': 2.9741207086788717, 'sl_atr': 5.9, 'tp_atr': 4.5, 'max_bars_hold': 10}"
141,CAPITULATION,0.73,44.57,1.693,6.34,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08854997894730954, 'b_upper': 0.9836159722552886, 'b_trigger_l': 0.17848514763058804, 'b_trigger_s': 0.8291487839540598, 'vol_mult': 2.5096354689945315, 'atr_mult': 2.157190186523894, 'sl_atr': 5.8, 'tp_atr': 4.3, 'max_bars_hold': 85}"
142,CAPITULATION,27.35,77.29,2.697,90.476,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08070504448235527, 'b_upper': 0.9690003417103259, 'b_trigger_l': 0.17941068424926832, 'b_trigger_s': 0.8143963795926256, 'vol_mult': 2.594993585801971, 'atr_mult': 2.9053639308400863, 'sl_atr': 6.0, 'tp_atr': 4.7, 'max_bars_hold': 87}"
143,CAPITULATION,1.81,64.64,149.926,159.82,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0904731055855034, 'b_upper': 0.9612913403486198, 'b_trigger_l': 0.18384006981338805, 'b_trigger_s': 0.8246583484677698, 'vol_mult': 2.653773332733981, 'atr_mult': 2.7959153201989326, 'sl_atr': 5.7, 'tp_atr': 4.5, 'max_bars_hold': 88}"
145,CAPITULATION,1.96,63.17,3.647,13.844,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08700229003770506, 'b_upper': 0.9664334699727645, 'b_trigger_l': 0.17178277826986688, 'b_trigger_s': 0.8376118262050652, 'vol_mult': 2.4870590009813744, 'atr_mult': 2.8530705215837195, 'sl_atr': 5.7, 'tp_atr': 4.9, 'max_bars_hold': 84}"
147,CAPITULATION,26.04,72.23,3.085,86.428,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08988596399563673, 'b_upper': 0.9757403183711062, 'b_trigger_l': 0.17792262553081123, 'b_trigger_s': 0.820717067584676, 'vol_mult': 2.609545970790087, 'atr_mult': 2.9227568238189146, 'sl_atr': 5.5, 'tp_atr': 4.7, 'max_bars_hold': 89}"
148,CAPITULATION,25.54,61.77,5.374,86.171,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.083260814119399, 'b_upper': 0.9796644279224864, 'b_trigger_l': 0.181876684780642, 'b_trigger_s': 0.8292293433810548, 'vol_mult': 2.6635979867706325, 'atr_mult': 2.961563580340833, 'sl_atr': 6.0, 'tp_atr': 7.1, 'max_bars_hold': 52}"
150,CAPITULATION,0.99,48.53,143.255,149.078,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09278286296906212, 'b_upper': 0.9704071655289674, 'b_trigger_l': 0.1895094636225547, 'b_trigger_s': 0.8367938389748348, 'vol_mult': 2.574456505503744, 'atr_mult': 2.3462974716673513, 'sl_atr': 5.6, 'tp_atr': 4.3, 'max_bars_hold': 80}"
151,CAPITULATION,1.93,65.84,150.024,160.398,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0924539117525173, 'b_upper': 0.972094853384568, 'b_trigger_l': 0.18509166417542372, 'b_trigger_s': 0.8352114335236045, 'vol_mult': 2.692486702847821, 'atr_mult': 2.8428879469426493, 'sl_atr': 5.8, 'tp_atr': 4.5, 'max_bars_hold': 88}"
152,CAPITULATION,25.94,71.49,146.752,229.721,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08859793164595019, 'b_upper': 0.9651678313038736, 'b_trigger_l': 0.18688149433987492, 'b_trigger_s': 0.8264463954907298, 'vol_mult': 2.6308665901273542, 'atr_mult': 2.8736845096699963, 'sl_atr': 5.7, 'tp_atr': 4.4, 'max_bars_hold': 93}"
153,CAPITULATION,26.18,72.23,135.967,219.73,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08825957879561945, 'b_upper': 0.9643829463381607, 'b_trigger_l': 0.1955771767194011, 'b_trigger_s': 0.8264546776812026, 'vol_mult': 2.6536390968387362, 'atr_mult': 2.88550004435668, 'sl_atr': 5.7, 'tp_atr': 4.1, 'max_bars_hold': 90}"
154,CAPITULATION,28.04,72.4,144.254,233.614,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08525291063574218, 'b_upper': 0.968161694232519, 'b_trigger_l': 0.17627754302079882, 'b_trigger_s': 0.8318103898602649, 'vol_mult': 2.6182035231484884, 'atr_mult': 2.9992285279397826, 'sl_atr': 5.4, 'tp_atr': 4.3, 'max_bars_hold': 93}"
155,CAPITULATION,25.93,69.75,139.545,222.31,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07877929564058421, 'b_upper': 0.9681762705988225, 'b_trigger_l': 0.17492544283557723, 'b_trigger_s': 0.8308169989355206, 'vol_mult': 2.5181392180448565, 'atr_mult': 2.9732472609888103, 'sl_atr': 5.4, 'tp_atr': 4.2, 'max_bars_hold': 93}"
156,CAPITULATION,0.75,46.59,2.051,6.96,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08613064690483044, 'b_upper': 0.9753433553640058, 'b_trigger_l': 0.1699297521161024, 'b_trigger_s': 0.8235540868784123, 'vol_mult': 2.6312238578926883, 'atr_mult': 1.9778055471775469, 'sl_atr': 5.4, 'tp_atr': 4.6, 'max_bars_hold': 86}"
157,CAPITULATION,30.02,75.73,3.502,99.135,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08137051235343803, 'b_upper': 0.9826775907888463, 'b_trigger_l': 0.1919926381035384, 'b_trigger_s': 0.8263819713394, 'vol_mult': 2.6115100249435184, 'atr_mult': 2.998289444540014, 'sl_atr': 5.2, 'tp_atr': 4.8, 'max_bars_hold': 92}"
159,CAPITULATION,25.93,70.66,143.086,225.942,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.07651320763143046, 'b_upper': 0.9585961193783132, 'b_trigger_l': 0.1814380837031932, 'b_trigger_s': 0.832578759719907, 'vol_mult': 2.574782910829255, 'atr_mult': 2.934366213508336, 'sl_atr': 5.9, 'tp_atr': 4.3, 'max_bars_hold': 45}"
160,CAPITULATION,25.92,66.67,3.027,85.454,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08446646148442062, 'b_upper': 0.9783142243709786, 'b_trigger_l': 0.18756520371692353, 'b_trigger_s': 0.8186941341016931, 'vol_mult': 2.6927728549738785, 'atr_mult': 2.9142078422785174, 'sl_atr': 5.5, 'tp_atr': 5.0, 'max_bars_hold': 85}"
161,CAPITULATION,26.18,71.49,146.908,252.597,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0887435006347797, 'b_upper': 0.9660343650317971, 'b_trigger_l': 0.1779407925927411, 'b_trigger_s': 0.8391671221408351, 'vol_mult': 2.5234928643705445, 'atr_mult': 2.8745076491906967, 'sl_atr': 5.8, 'tp_atr': 4.4, 'max_bars_hold': 87}"
162,CAPITULATION,26.04,68.45,146.601,229.566,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08913752332710344, 'b_upper': 0.9658005778803779, 'b_trigger_l': 0.17578369547690528, 'b_trigger_s': 0.8302425341706579, 'vol_mult': 2.5286324278343577, 'atr_mult': 2.865146340315645, 'sl_atr': 6.0, 'tp_atr': 4.4, 'max_bars_hold': 87}"
163,CAPITULATION,26.16,69.84,3.191,86.655,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0892684966377031, 'b_upper': 0.9668142694053206, 'b_trigger_l': 0.1727601419323319, 'b_trigger_s': 0.8375117365184013, 'vol_mult': 2.5435750848982983, 'atr_mult': 2.873580407358859, 'sl_atr': 6.0, 'tp_atr': 4.6, 'max_bars_hold': 87}"
164,CAPITULATION,2.34,65.33,139.686,151.239,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.095734524178668, 'b_upper': 0.9607379020765744, 'b_trigger_l': 0.18312408741637023, 'b_trigger_s': 0.843789432463666, 'vol_mult': 2.5955377562838455, 'atr_mult': 2.7819489891268048, 'sl_atr': 5.6, 'tp_atr': 4.2, 'max_bars_hold': 90}"
165,CAPITULATION,12.48,64.21,150.7,192.561,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08701252283496741, 'b_upper': 0.9646185565726849, 'b_trigger_l': 0.17638169272530788, 'b_trigger_s': 0.8286369659686688, 'vol_mult': 2.4861103420496193, 'atr_mult': 2.9067753201587574, 'sl_atr': 5.7, 'tp_atr': 4.5, 'max_bars_hold': 92}"
166,CAPITULATION,26.18,71.49,2.661,86.35,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09049521882340472, 'b_upper': 0.9731703677258396, 'b_trigger_l': 0.19351911087894583, 'b_trigger_s': 0.8325108236984872, 'vol_mult': 2.648024124624134, 'atr_mult': 2.859870947453485, 'sl_atr': 5.8, 'tp_atr': 4.7, 'max_bars_hold': 88}"
167,CAPITULATION,1.66,55.34,143.05,151.564,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09745169000228199, 'b_upper': 0.9528473564703397, 'b_trigger_l': 0.19983607898874683, 'b_trigger_s': 0.8223864984606962, 'vol_mult': 2.3646426268483847, 'atr_mult': 2.8032099904280057, 'sl_atr': 5.4, 'tp_atr': 4.3, 'max_bars_hold': 85}"
169,CAPITULATION,26.02,71.23,125.142,208.325,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09404102634471291, 'b_upper': 0.9807273416500228, 'b_trigger_l': 0.18632603739961803, 'b_trigger_s': 0.826230285177312, 'vol_mult': 2.526661622936989, 'atr_mult': 2.9419138010690395, 'sl_atr': 5.5, 'tp_atr': 3.8, 'max_bars_hold': 93}"
170,CAPITULATION,26.05,66.78,2.67,85.498,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08804776757686414, 'b_upper': 0.9769761867598534, 'b_trigger_l': 0.16963981090360997, 'b_trigger_s': 0.8154712050399263, 'vol_mult': 2.6977204359119322, 'atr_mult': 2.892513692321824, 'sl_atr': 2.4, 'tp_atr': 4.8, 'max_bars_hold': 84}"
171,CAPITULATION,25.73,65.1,146.244,227.944,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08337818397336297, 'b_upper': 0.969335285910556, 'b_trigger_l': 0.17934633831006794, 'b_trigger_s': 0.8300176536079232, 'vol_mult': 2.447772211622855, 'atr_mult': 2.9635986803657346, 'sl_atr': 5.9, 'tp_atr': 4.4, 'max_bars_hold': 82}"
172,CAPITULATION,26.05,71.85,146.804,230.139,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.0850611315492228, 'b_upper': 0.9656222405370541, 'b_trigger_l': 0.17736905492863253, 'b_trigger_s': 0.8344099331358757, 'vol_mult': 2.5724595033676043, 'atr_mult': 2.9128500713123704, 'sl_atr': 5.7, 'tp_atr': 4.4, 'max_bars_hold': 87}"
173,CAPITULATION,1.98,62.73,150.401,160.614,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08580266932114332, 'b_upper': 0.9650429790473285, 'b_trigger_l': 0.1746595307865484, 'b_trigger_s': 0.8391950715930346, 'vol_mult': 2.5766817552336514, 'atr_mult': 2.844666589903942, 'sl_atr': 5.6, 'tp_atr': 4.5, 'max_bars_hold': 87}"
174,CAPITULATION,28.63,70.95,144.297,235.282,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08967889219488087, 'b_upper': 0.9628397583311791, 'b_trigger_l': 0.18185657540339353, 'b_trigger_s': 0.8333094838705708, 'vol_mult': 2.7353938619324296, 'atr_mult': 2.995303444499536, 'sl_atr': 1.7, 'tp_atr': 4.2, 'max_bars_hold': 89}"
175,CAPITULATION,26.17,67.2,143.487,226.717,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08904422609580954, 'b_upper': 0.961861215979951, 'b_trigger_l': 0.1821083743465088, 'b_trigger_s': 0.8343562865378806, 'vol_mult': 2.7302843746705547, 'atr_mult': 2.926422922167117, 'sl_atr': 1.7, 'tp_atr': 4.2, 'max_bars_hold': 89}"
176,CAPITULATION,26.17,57.61,2.447,84.718,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.03736170431055809, 'b_upper': 0.9667497263490256, 'b_trigger_l': 0.1768595180636034, 'b_trigger_s': 0.8353744341975639, 'vol_mult': 2.6240602844132006, 'atr_mult': 2.996499989449278, 'sl_atr': 1.3, 'tp_atr': 4.0, 'max_bars_hold': 22}"
177,CAPITULATION,26.22,72.62,2.434,86.356,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.08678350571899597, 'b_upper': 0.944606957296598, 'b_trigger_l': 0.18472136287792967, 'b_trigger_s': 0.8474694702163083, 'vol_mult': 2.551356036393925, 'atr_mult': 2.948840431699499, 'sl_atr': 2.9, 'tp_atr': 4.6, 'max_bars_hold': 91}"
178,CAPITULATION,25.93,70.66,143.077,225.933,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.079815021013051, 'b_upper': 0.9636485662075355, 'b_trigger_l': 0.17179011033810201, 'b_trigger_s': 0.824821374719967, 'vol_mult': 2.674978593088723, 'atr_mult': 2.8884828915952085, 'sl_atr': 5.7, 'tp_atr': 4.3, 'max_bars_hold': 94}"
179,CAPITULATION,25.97,73.61,2.944,86.215,"{'strategy_type': 'CAPITULATION', 'b_lower': 0.09040842757300813, 'b_upper': 0.9719320217771688, 'b_trigger_l': 0.17991114440464995, 'b_trigger_s': 0.8418758109404663, 'vol_mult': 2.505159087087267, 'atr_mult': 2.9073222289065894, 'sl_atr': 5.3, 'tp_atr': 4.8, 'max_bars_hold': 88}"
