datetime,open,high,low,close,volume,source_bar_count,is_low_confidence
2025-07-06 07:00:00,108143.7,108187.7,108035.9,108040.1,40.880625,9,True
2025-07-06 08:00:00,108040.1,108064.8,107969.0,108002.4,76.22689199999999,12,False
2025-07-06 09:00:00,108002.4,108070.5,107823.1,107860.3,107.146436,12,False
2025-07-06 10:00:00,107860.3,108135.3,107808.5,107994.2,122.38475,12,False
2025-07-06 11:00:00,107994.2,108097.5,107959.3,108078.8,47.875288,12,False
2025-07-06 12:00:00,108078.8,108251.9,108048.0,108246.4,106.825078,12,False
2025-07-06 13:00:00,108246.4,109124.0,108194.5,108780.0,525.691852,12,False
2025-07-06 14:00:00,108780.0,109049.9,108622.6,108927.8,663.24606,12,False
2025-07-06 15:00:00,108927.8,108985.0,108672.1,108910.2,182.777479,12,False
2025-07-06 16:00:00,108910.2,108963.1,108676.0,108851.0,165.874227,12,False
2025-07-06 17:00:00,108851.0,108971.0,108724.9,108926.2,116.333342,12,False
2025-07-06 18:00:00,108926.2,108942.0,108290.4,108477.2,230.676933,12,False
2025-07-06 19:00:00,108477.2,108635.9,108301.2,108550.5,113.962627,12,False
2025-07-06 20:00:00,108550.5,108854.4,108536.6,108668.6,128.16557600000002,12,False
2025-07-06 21:00:00,108668.6,109700.0,108668.6,109206.8,458.720001,12,False
2025-07-06 22:00:00,109206.8,109536.8,109205.3,109235.5,244.657553,12,False
2025-07-06 23:00:00,109235.5,109288.6,108989.1,109205.1,231.705957,12,False
2025-07-07 00:00:00,109205.1,109299.4,108801.0,108829.6,259.618229,12,False
2025-07-07 01:00:00,108829.6,109096.9,108680.0,109016.3,193.007837,12,False
2025-07-07 02:00:00,109016.3,109515.3,109016.3,109362.8,217.851317,12,False
2025-07-07 03:00:00,109362.8,109705.0,109362.8,109401.1,249.908245,12,False
2025-07-07 04:00:00,109401.1,109457.1,109121.7,109121.7,118.55891700000001,12,False
2025-07-07 05:00:00,109121.7,109203.8,109023.2,109085.4,143.193,12,False
2025-07-07 06:00:00,109085.4,109182.5,108770.8,108786.8,255.173845,12,False
2025-07-07 07:00:00,108786.8,109062.0,108654.7,109058.0,224.655134,12,False
2025-07-07 08:00:00,109058.0,109092.9,108856.7,109016.8,213.215472,12,False
2025-07-07 09:00:00,109016.8,109016.8,108767.3,108859.4,140.970874,12,False
2025-07-07 10:00:00,108859.4,108910.0,108678.0,108685.8,222.46019,12,False
2025-07-07 11:00:00,108685.8,108820.6,108579.0,108650.3,172.882155,12,False
2025-07-07 12:00:00,108650.3,108650.4,108315.9,108348.1,251.348627,12,False
2025-07-07 13:00:00,108348.1,108578.9,108000.0,108528.8,606.3314740000001,12,False
2025-07-07 14:00:00,108528.8,108664.4,107961.8,108218.7,510.959461,12,False
2025-07-07 15:00:00,108218.7,108625.0,108210.7,108300.8,271.74883800000003,12,False
2025-07-07 16:00:00,108300.8,108500.0,107900.0,107974.6,584.519041,12,False
2025-07-07 17:00:00,107974.6,108357.4,107804.1,107942.3,351.163449,12,False
2025-07-07 18:00:00,107942.3,108097.7,107500.1,108021.2,412.250658,12,False
2025-07-07 19:00:00,108021.2,108309.5,107995.6,108044.7,310.220415,12,False
2025-07-07 20:00:00,108044.7,108142.2,107850.0,107864.1,188.474951,12,False
2025-07-07 21:00:00,107864.1,108202.9,107763.9,108161.9,256.434771,12,False
2025-07-07 22:00:00,108161.9,108177.5,107962.5,108009.0,166.16262,12,False
2025-07-07 23:00:00,108009.0,108296.4,108009.0,108252.5,130.680135,12,False
2025-07-08 00:00:00,108252.5,108516.7,108180.0,108294.3,275.216934,12,False
2025-07-08 01:00:00,108294.3,108294.3,107676.0,107692.1,203.731785,12,False
2025-07-08 02:00:00,107692.1,107937.5,107434.3,107771.4,395.599721,12,False
2025-07-08 03:00:00,107771.4,107999.5,107678.5,107894.0,115.222926,12,False
2025-07-08 04:00:00,107894.0,108028.0,107735.6,108027.9,107.39571099999999,12,False
2025-07-08 05:00:00,108027.9,108222.0,107978.1,108211.5,143.19787,12,False
2025-07-08 06:00:00,108211.5,108381.4,108129.0,108290.3,165.469501,12,False
2025-07-08 07:00:00,108290.3,108496.5,108216.0,108482.4,192.069794,12,False
2025-07-08 08:00:00,108482.4,108521.7,108268.1,108268.1,226.477285,12,False
2025-07-08 09:00:00,108268.1,108493.6,108231.0,108459.8,127.010677,12,False
2025-07-08 10:00:00,108459.8,108915.3,108408.6,108834.3,312.556771,12,False
2025-07-08 11:00:00,108834.3,109013.5,108758.4,108767.8,244.286741,12,False
2025-07-08 12:00:00,108767.8,108957.2,108688.8,108957.1,173.75440600000002,12,False
2025-07-08 13:00:00,108957.1,109221.6,108638.6,109032.0,489.93664,12,False
2025-07-08 14:00:00,109032.0,109087.0,108247.9,108388.7,532.726947,12,False
2025-07-08 15:00:00,108388.7,108537.2,108203.1,108261.3,312.659254,12,False
2025-07-08 16:00:00,108261.3,108544.9,108086.8,108437.3,319.776703,12,False
2025-07-08 17:00:00,108437.3,109100.0,108436.5,108997.1,479.332646,12,False
2025-07-08 18:00:00,108997.1,109163.8,108906.1,109161.5,274.155746,12,False
2025-07-08 19:00:00,109161.5,109161.6,108734.0,108772.0,146.007503,12,False
2025-07-08 20:00:00,108772.0,108954.3,108633.6,108633.6,98.380302,12,False
2025-07-08 21:00:00,108633.6,108980.0,108619.5,108904.2,140.161465,12,False
2025-07-08 22:00:00,108904.2,108980.0,108820.3,108910.4,92.515781,12,False
2025-07-08 23:00:00,108910.4,108980.3,108820.8,108930.4,103.92525599999999,12,False
2025-07-09 00:00:00,108930.4,108964.9,108787.2,108942.8,90.071573,12,False
2025-07-09 01:00:00,108942.8,109135.3,108718.3,108782.0,188.325973,12,False
2025-07-09 02:00:00,108782.0,108845.8,108608.0,108630.7,142.477821,12,False
2025-07-09 03:00:00,108630.7,108681.8,108341.0,108370.1,136.666826,12,False
2025-07-09 04:00:00,108370.1,108572.9,108324.7,108558.5,157.44129800000002,12,False
2025-07-09 05:00:00,108558.5,108951.2,108493.5,108783.5,253.549307,12,False
2025-07-09 06:00:00,108783.5,108873.0,108682.3,108845.1,108.347232,12,False
2025-07-09 07:00:00,108845.1,108892.3,108677.5,108721.5,87.872883,12,False
2025-07-09 08:00:00,108721.5,108845.8,108663.6,108673.8,180.145603,12,False
2025-07-09 09:00:00,108673.8,108790.1,108567.8,108759.2,116.272175,12,False
2025-07-09 10:00:00,108759.2,108909.3,108703.3,108909.3,99.343939,12,False
2025-07-09 11:00:00,108909.3,109135.9,108909.2,109071.0,236.681463,12,False
2025-07-09 12:00:00,109071.0,109536.0,108989.6,109347.8,645.493152,12,False
2025-07-09 13:00:00,109347.8,109782.0,109132.8,109188.2,809.1146209999999,12,False
2025-07-09 14:00:00,109188.2,109480.5,108500.0,108897.1,694.206212,12,False
2025-07-09 15:00:00,108897.1,109221.5,108798.4,109065.5,308.364904,12,False
2025-07-09 16:00:00,109065.5,109475.0,109022.4,109403.4,260.40981800000003,12,False
